Bloques,Sujeto,Tiempo,ClaveEn,Clave,Emocion,NumEmocion,Respuesta,Tiempo_Respuesta,Res_C_I
Bloque1,101,0.25,Tr28_2,Tr28,Tristeza,3,Afirmacion,0.45028469,2
Bloque1,101,2.5,En75_12,En75,Enojo,2,Afirmacion,1.766490698,2
Bloque1,101,0.25,Al78_11,Al78,Alegria,1,Afirmacion,0.766599178,1
Bloque1,101,0.25,Al78_8,Al78,Alegria,1,Afirmacion,1.516690373,1
Bloque1,101,0.25,En28_6,En28,Enojo,2,Afirmacion,0.750228167,2
Bloque1,101,0.25,Al19_14,Al19,Alegria,1,Afirmacion,0.500406742,1
Bloque1,101,2.5,En78_1,En78,Enojo,2,Afirmacion,1.416957617,2
Bloque1,101,2.5,Al78_15,Al78,Alegria,1,Afirmacion,0.96689111,1
Bloque1,101,0.25,Al75_14,Al75,Alegria,1,Afirmacion,0.600252867,1
Bloque1,101,2.5,Al75_2,Al75,Alegria,1,Afirmacion,0.500247419,1
Bloque1,101,0.25,En75_12,En75,Enojo,2,Afirmacion,0.550307512,2
Bloque1,101,2.5,Tr78_8,Tr78,Tristeza,3,Afirmacion,0.80041045,2
Bloque1,101,0.25,Tr78_15,Tr78,Tristeza,3,Afirmacion,0.800085604,2
Bloque1,101,0.25,Tr78_5,Tr78,Tristeza,3,Afirmacion,0.600264013,2
Bloque1,101,2.5,Al19_5,Al19,Alegria,1,Afirmacion,0.86658895,1
Bloque1,101,2.5,Tr75_10,Tr75,Tristeza,3,Afirmacion,0.716620326,2
Bloque1,101,2.5,Tr75_4,Tr75,Tristeza,3,Afirmacion,0.45043999,2
Bloque1,101,0.25,Tr28_5,Tr28,Tristeza,3,Afirmacion,0.483683616,2
Bloque1,101,0.25,En75_11,En75,Enojo,2,Afirmacion,2.449910641,2
Bloque1,101,0.25,Al75_6,Al75,Alegria,1,Afirmacion,0.700121701,1
Bloque1,101,0.25,En78_1,En78,Enojo,2,Afirmacion,0.450282007,2
Bloque1,101,2.5,Tr19_4,Tr19,Tristeza,3,Afirmacion,0.333764106,2
Bloque1,101,0.25,Tr28_11,Tr28,Tristeza,3,Afirmacion,0.450353861,2
Bloque1,101,0.25,Al19_7,Al19,Alegria,1,Afirmacion,0.500329971,1
Bloque1,101,0.25,En28_1,En28,Enojo,2,Afirmacion,0.483690321,2
Bloque1,101,0.25,Tr19_6,Tr19,Tristeza,3,Afirmacion,0.533645511,2
Bloque1,101,0.25,Tr78_7,Tr78,Tristeza,3,Afirmacion,0.450422138,2
Bloque1,101,2.5,Tr19_15,Tr19,Tristeza,3,Afirmacion,0.40023759,2
Bloque1,101,2.5,Al28_4,Al28,Alegria,1,Afirmacion,0.400324166,1
Bloque1,101,2.5,Tr78_5,Tr78,Tristeza,3,Afirmacion,0.38358897,2
Bloque1,101,2.5,Tr28_12,Tr28,Tristeza,3,Afirmacion,0.400219738,2
Bloque1,101,0.25,Al28_2,Al28,Alegria,1,Afirmacion,0.450672477,1
Bloque1,101,0.25,En19_8,En19,Enojo,2,Afirmacion,0.450301647,2
Bloque1,101,0.25,Tr19_9,Tr19,Tristeza,3,Afirmacion,0.533695042,2
Bloque1,101,2.5,Al78_10,Al78,Alegria,1,Afirmacion,0.400318354,1
Bloque1,101,2.5,Al75_15,Al75,Alegria,1,Afirmacion,0.550323546,1
Bloque1,101,2.5,Tr28_6,Tr28,Tristeza,3,Afirmacion,0.399984121,2
Bloque1,101,0.25,Tr75_14,Tr75,Tristeza,3,Afirmacion,0.400350928,2
Bloque1,101,2.5,En75_13,En75,Enojo,2,Afirmacion,0.333699405,2
Bloque1,101,2.5,Tr75_8,Tr75,Tristeza,3,Afirmacion,0.383494377,2
Bloque1,101,0.25,En75_7,En75,Enojo,2,Afirmacion,0.500495553,2
Bloque1,101,2.5,Tr19_10,Tr19,Tristeza,3,Afirmacion,0.350340426,2
Bloque1,101,2.5,Tr19_2,Tr19,Tristeza,3,Afirmacion,0.283744663,2
Bloque1,101,0.25,Tr75_15,Tr75,Tristeza,3,Afirmacion,0.650163829,2
Bloque1,101,0.25,En19_1,En19,Enojo,2,Afirmacion,0.500457168,2
Bloque1,101,0.25,Tr78_2,Tr78,Tristeza,3,Afirmacion,0.383659929,2
Bloque1,101,2.5,Al19_9,Al19,Alegria,1,Afirmacion,0.28385222,1
Bloque1,101,2.5,Tr28_11,Tr28,Tristeza,3,Afirmacion,0.283866495,2
Bloque1,101,2.5,En78_6,En78,Enojo,2,Afirmacion,0.283664793,2
Bloque1,101,2.5,Al28_14,Al28,Alegria,1,Afirmacion,0.300354898,1
Bloque1,101,0.25,Tr19_10,Tr19,Tristeza,3,Afirmacion,0.300403982,2
Bloque1,101,2.5,En19_2,En19,Enojo,2,Afirmacion,0.33364585,2
Bloque1,101,0.25,En78_5,En78,Enojo,2,Afirmacion,0.333709657,2
Bloque1,101,2.5,Al75_5,Al75,Alegria,1,Afirmacion,0.283806264,1
Bloque1,101,0.25,En28_9,En28,Enojo,2,Afirmacion,0.333576232,2
Bloque1,101,2.5,Tr19_1,Tr19,Tristeza,3,Afirmacion,0.300462902,2
Bloque1,101,0.25,Al28_3,Al28,Alegria,1,Afirmacion,0.300409347,1
Bloque1,101,0.25,En28_5,En28,Enojo,2,Afirmacion,0.333654791,2
Bloque1,101,2.5,Tr78_15,Tr78,Tristeza,3,Afirmacion,0.350358278,2
Bloque1,101,0.25,Al78_10,Al78,Alegria,1,Afirmacion,0.283667922,1
Bloque1,101,0.25,Tr75_7,Tr75,Tristeza,3,Afirmacion,0.333651215,2
Bloque1,101,0.25,Tr75_5,Tr75,Tristeza,3,Afirmacion,0.256395966,2
Bloque1,101,0.25,En75_14,En75,Enojo,2,Afirmacion,0.350670636,2
Bloque1,101,0.25,En75_2,En75,Enojo,2,Afirmacion,0.283766538,2
Bloque1,101,0.25,Al78_6,Al78,Alegria,1,Afirmacion,0.333643168,1
Bloque1,101,0.25,Tr75_4,Tr75,Tristeza,3,Afirmacion,0.333873004,2
Bloque1,101,0.25,Tr75_3,Tr75,Tristeza,3,Afirmacion,0.283319414,2
Bloque1,101,0.25,Al28_10,Al28,Alegria,1,Afirmacion,0.283802688,1
Bloque1,101,0.25,Tr28_12,Tr28,Tristeza,3,Afirmacion,0.350626022,2
Bloque1,101,0.25,Tr75_10,Tr75,Tristeza,3,Afirmacion,0.30044058,2
Bloque1,101,0.25,Al28_8,Al28,Alegria,1,Afirmacion,0.300310731,1
Bloque1,101,0.25,En78_14,En78,Enojo,2,Afirmacion,0.283829004,2
Bloque1,101,2.5,Tr78_9,Tr78,Tristeza,3,Afirmacion,0.300352216,2
Bloque1,101,0.25,Al19_3,Al19,Alegria,1,Afirmacion,0.283832133,1
Bloque1,101,0.25,Tr78_6,Tr78,Tristeza,3,Afirmacion,0.284507751,2
Bloque1,101,0.25,Tr28_8,Tr28,Tristeza,3,Afirmacion,0.300366938,2
Bloque1,101,2.5,En78_9,En78,Enojo,2,Afirmacion,0.333695382,2
Bloque1,101,2.5,Al28_6,Al28,Alegria,1,Afirmacion,0.300339729,1
Bloque1,101,2.5,Tr78_6,Tr78,Tristeza,3,Afirmacion,0.333662808,2
Bloque1,101,2.5,Al78_2,Al78,Alegria,1,Afirmacion,0.283881664,1
Bloque1,101,2.5,Al28_10,Al28,Alegria,1,Afirmacion,0.350278378,1
Bloque1,101,2.5,Al19_15,Al19,Alegria,1,Afirmacion,0.333756089,1
Bloque1,101,0.25,Tr19_5,Tr19,Tristeza,3,Afirmacion,0.400305867,2
Bloque1,101,0.25,Al75_12,Al75,Alegria,1,Afirmacion,0.28381294,1
Bloque1,101,2.5,En78_3,En78,Enojo,2,Afirmacion,0.30033347,2
Bloque1,101,2.5,Tr75_5,Tr75,Tristeza,3,Afirmacion,0.300344199,2
Bloque1,101,2.5,En28_2,En28,Enojo,2,Afirmacion,0.300507069,2
Bloque1,101,0.25,Tr28_9,Tr28,Tristeza,3,Afirmacion,0.350116849,2
Bloque1,101,0.25,Tr78_9,Tr78,Tristeza,3,Afirmacion,0.350411832,2
Bloque1,101,2.5,Tr75_12,Tr75,Tristeza,3,Afirmacion,0.333401322,2
Bloque1,101,2.5,En78_11,En78,Enojo,2,Afirmacion,0.350027591,2
Bloque1,101,2.5,Al75_14,Al75,Alegria,1,Afirmacion,0.333680212,1
Bloque1,101,0.25,Tr19_7,Tr19,Tristeza,3,Afirmacion,0.333723068,2
Bloque1,101,0.25,En75_5,En75,Enojo,2,Afirmacion,0.283827692,2
Bloque1,101,2.5,En19_14,En19,Enojo,2,Afirmacion,0.333632469,2
Bloque1,101,0.25,Al75_2,Al75,Alegria,1,Afirmacion,0.35032925,1
Bloque1,101,2.5,Tr28_10,Tr28,Tristeza,3,Afirmacion,0.283706754,2
Bloque1,101,2.5,Al78_3,Al78,Alegria,1,Afirmacion,0.283596963,1
Bloque1,101,2.5,En75_3,En75,Enojo,2,Afirmacion,0.333671749,2
Bloque1,101,2.5,Tr75_3,Tr75,Tristeza,3,Afirmacion,0.250239968,2
Bloque1,101,2.5,Tr75_7,Tr75,Tristeza,3,Afirmacion,0.300419599,2
Bloque1,101,2.5,Tr19_14,Tr19,Tristeza,3,Afirmacion,0.233684629,2
Bloque1,101,2.5,En78_5,En78,Enojo,2,Afirmacion,0.234297782,2
Bloque1,101,2.5,Al78_12,Al78,Alegria,1,Afirmacion,0.283786178,1
Bloque1,101,2.5,Al28_13,Al28,Alegria,1,Afirmacion,0.350320786,1
Bloque1,101,2.5,En28_4,En28,Enojo,2,Afirmacion,0.283813834,2
Bloque1,101,0.25,Al28_7,Al28,Alegria,1,Afirmacion,0.300283045,1
Bloque1,101,0.25,Al78_12,Al78,Alegria,1,Afirmacion,0.283732176,1
Bloque1,101,2.5,Al28_7,Al28,Alegria,1,Afirmacion,0.250378758,1
Bloque1,101,0.25,Al75_7,Al75,Alegria,1,Afirmacion,0.250434965,1
Bloque1,101,0.25,En75_10,En75,Enojo,2,Afirmacion,0.333724409,2
Bloque1,101,2.5,En28_8,En28,Enojo,2,Afirmacion,0.383527845,2
Bloque1,101,0.25,Tr75_6,Tr75,Tristeza,3,Afirmacion,0.283751816,2
Bloque1,101,0.25,Al78_4,Al78,Alegria,1,Afirmacion,0.283686221,1
Bloque1,101,2.5,Al19_13,Al19,Alegria,1,Afirmacion,0.250348419,1
Bloque1,101,0.25,Al78_15,Al78,Alegria,1,Afirmacion,0.283712983,1
Bloque1,101,2.5,En19_4,En19,Enojo,2,Afirmacion,0.283565283,2
Bloque1,101,2.5,En75_9,En75,Enojo,2,Afirmacion,0.333816767,2
Bloque1,101,0.25,En78_8,En78,Enojo,2,Afirmacion,0.300178647,2
Bloque1,101,0.25,Tr75_12,Tr75,Tristeza,3,Afirmacion,0.349980742,2
Bloque1,102,0.25,Tr28_2,Tr28,Tristeza,3,Ruego,1.216729045,1
Bloque1,102,2.5,En75_12,En75,Enojo,2,Exigencia,0.300385684,1
Bloque1,102,0.25,Al78_11,Al78,Alegria,1,Afirmacion,0.300552577,1
Bloque1,102,0.25,Al78_8,Al78,Alegria,1,Afirmacion,0.350036979,1
Bloque1,102,0.25,En28_6,En28,Enojo,2,Exigencia,0.766481817,1
Bloque1,102,0.25,Al19_14,Al19,Alegria,1,Afirmacion,0.300438344,1
Bloque1,102,2.5,En78_1,En78,Enojo,2,Exigencia,0.283762515,1
Bloque1,102,2.5,Al78_15,Al78,Alegria,1,Afirmacion,0.650777876,1
Bloque1,102,0.25,Al75_14,Al75,Alegria,1,Exigencia,0.300562859,2
Bloque1,102,2.5,Al75_2,Al75,Alegria,1,Exigencia,0.533840537,2
Bloque1,102,0.25,En75_12,En75,Enojo,2,Ruego,0.30035311,2
Bloque1,102,2.5,Tr78_8,Tr78,Tristeza,3,Ruego,0.300338835,1
Bloque1,102,0.25,Tr78_15,Tr78,Tristeza,3,Ruego,0.549959838,1
Bloque1,102,0.25,Tr78_5,Tr78,Tristeza,3,Ruego,0.700249791,1
Bloque1,102,2.5,Al19_5,Al19,Alegria,1,Afirmacion,0.283737987,1
Bloque1,102,2.5,Tr75_10,Tr75,Tristeza,3,Ruego,0.500293434,1
Bloque1,102,2.5,Tr75_4,Tr75,Tristeza,3,Ruego,0.766550958,1
Bloque1,102,0.25,Tr28_5,Tr28,Tristeza,3,Ruego,0.500267088,1
Bloque1,102,0.25,En75_11,En75,Enojo,2,Exigencia,0.283759862,1
Bloque1,102,0.25,Al75_6,Al75,Alegria,1,Exigencia,1.266724825,2
Bloque1,102,0.25,En78_1,En78,Enojo,2,Exigencia,0.300344199,1
Bloque1,102,2.5,Tr19_4,Tr19,Tristeza,3,Afirmacion,0.30043298,2
Bloque1,102,0.25,Tr28_11,Tr28,Tristeza,3,Ruego,0.633667409,1
Bloque1,102,0.25,Al19_7,Al19,Alegria,1,Afirmacion,0.300288409,1
Bloque1,102,0.25,En28_1,En28,Enojo,2,Exigencia,0.300064832,1
Bloque1,102,0.25,Tr19_6,Tr19,Tristeza,3,Exigencia,0.550131679,2
Bloque1,102,0.25,Tr78_7,Tr78,Tristeza,3,Ruego,0.500317514,1
Bloque1,102,2.5,Tr19_15,Tr19,Tristeza,3,Exigencia,0.700317621,2
Bloque1,102,2.5,Al28_4,Al28,Alegria,1,Afirmacion,0.150393873,1
Bloque1,102,2.5,Tr78_5,Tr78,Tristeza,3,Ruego,0.400373697,1
Bloque1,102,2.5,Tr28_12,Tr28,Tristeza,3,Ruego,0.950276434,1
Bloque1,102,0.25,Al28_2,Al28,Alegria,1,Afirmacion,0.28388077,1
Bloque1,102,0.25,En19_8,En19,Enojo,2,Exigencia,0.650170088,1
Bloque1,102,0.25,Tr19_9,Tr19,Tristeza,3,Exigencia,0.800558627,2
Bloque1,102,2.5,Al78_10,Al78,Alegria,1,Afirmacion,0.300276816,1
Bloque1,102,2.5,Al75_15,Al75,Alegria,1,Exigencia,0.65030843,2
Bloque1,102,2.5,Tr28_6,Tr28,Tristeza,3,Ruego,1.266771674,1
Bloque1,102,0.25,Tr75_14,Tr75,Tristeza,3,Exigencia,0.750243783,2
Bloque1,102,2.5,En75_13,En75,Enojo,2,Exigencia,0.650309324,1
Bloque1,102,2.5,Tr75_8,Tr75,Tristeza,3,Ruego,1.266701579,1
Bloque1,102,0.25,En75_7,En75,Enojo,2,Exigencia,1.100153565,1
Bloque1,102,2.5,Tr19_10,Tr19,Tristeza,3,Exigencia,1.316721916,2
Bloque1,102,2.5,Tr19_2,Tr19,Tristeza,3,Exigencia,0.483736277,2
Bloque1,102,0.25,Tr75_15,Tr75,Tristeza,3,Ruego,0.650401711,1
Bloque1,102,0.25,En19_1,En19,Enojo,2,Exigencia,1.116730332,1
Bloque1,102,0.25,Tr78_2,Tr78,Tristeza,3,Ruego,0.50040096,1
Bloque1,102,2.5,Al19_9,Al19,Alegria,1,Afirmacion,0.900218606,1
Bloque1,102,2.5,Tr28_11,Tr28,Tristeza,3,Ruego,0.549930871,1
Bloque1,102,2.5,En78_6,En78,Enojo,2,Exigencia,0.383710802,1
Bloque1,102,2.5,Al28_14,Al28,Alegria,1,Afirmacion,0.233756483,1
Bloque1,102,0.25,Tr19_10,Tr19,Tristeza,3,Exigencia,0.70031625,2
Bloque1,102,2.5,En19_2,En19,Enojo,2,Exigencia,0.350362301,1
Bloque1,102,0.25,En78_5,En78,Enojo,2,Exigencia,0.233798876,1
Bloque1,102,2.5,Al75_5,Al75,Alegria,1,Exigencia,0.333664149,2
Bloque1,102,0.25,En28_9,En28,Enojo,2,Exigencia,0.300287068,1
Bloque1,102,2.5,Tr19_1,Tr19,Tristeza,3,Exigencia,0.483788937,2
Bloque1,102,0.25,Al28_3,Al28,Alegria,1,Afirmacion,0.550275385,1
Bloque1,102,0.25,En28_5,En28,Enojo,2,Exigencia,0.25005433,1
Bloque1,102,2.5,Tr78_15,Tr78,Tristeza,3,Ruego,0.60030061,1
Bloque1,102,0.25,Al78_10,Al78,Alegria,1,Afirmacion,0.233742207,1
Bloque1,102,0.25,Tr75_7,Tr75,Tristeza,3,Ruego,0.250191331,1
Bloque1,102,0.25,Tr75_5,Tr75,Tristeza,3,Ruego,0.283944607,1
Bloque1,102,0.25,En75_14,En75,Enojo,2,Exigencia,0.450340033,1
Bloque1,102,0.25,En75_2,En75,Enojo,2,Exigencia,0.249939203,1
Bloque1,102,0.25,Al78_6,Al78,Alegria,1,Afirmacion,0.20033969,1
Bloque1,102,0.25,Tr75_4,Tr75,Tristeza,3,Ruego,1.066744328,1
Bloque1,102,0.25,Tr75_3,Tr75,Tristeza,3,Ruego,0.250409096,1
Bloque1,102,0.25,Al28_10,Al28,Alegria,1,Afirmacion,0.183703572,1
Bloque1,102,0.25,Tr28_12,Tr28,Tristeza,3,Ruego,0.550163805,1
Bloque1,102,0.25,Tr75_10,Tr75,Tristeza,3,Ruego,0.250351518,1
Bloque1,102,0.25,Al28_8,Al28,Alegria,1,Afirmacion,0.183697328,1
Bloque1,102,0.25,En78_14,En78,Enojo,2,Exigencia,0.433647245,1
Bloque1,102,2.5,Tr78_9,Tr78,Tristeza,3,Ruego,0.283716559,1
Bloque1,102,0.25,Al19_3,Al19,Alegria,1,Afirmacion,0.233779237,1
Bloque1,102,0.25,Tr78_6,Tr78,Tristeza,3,Ruego,0.350399315,1
Bloque1,102,0.25,Tr28_8,Tr28,Tristeza,3,Ruego,0.283705413,1
Bloque1,102,2.5,En78_9,En78,Enojo,2,Exigencia,0.283849984,1
Bloque1,102,2.5,Al28_6,Al28,Alegria,1,Afirmacion,0.233884558,1
Bloque1,102,2.5,Tr78_6,Tr78,Tristeza,3,Ruego,0.250401944,1
Bloque1,102,2.5,Al78_2,Al78,Alegria,1,Afirmacion,0.600072563,1
Bloque1,102,2.5,Al28_10,Al28,Alegria,1,Afirmacion,0.300242454,1
Bloque1,102,2.5,Al19_15,Al19,Alegria,1,Afirmacion,0.816776156,1
Bloque1,102,0.25,Tr19_5,Tr19,Tristeza,3,Afirmacion,0.750329018,2
Bloque1,102,0.25,Al75_12,Al75,Alegria,1,Exigencia,0.28381294,2
Bloque1,102,2.5,En78_3,En78,Enojo,2,Exigencia,0.233739972,1
Bloque1,102,2.5,Tr75_5,Tr75,Tristeza,3,Ruego,0.650256634,1
Bloque1,102,2.5,En28_2,En28,Enojo,2,Exigencia,0.233662769,1
Bloque1,102,0.25,Tr28_9,Tr28,Tristeza,3,Ruego,0.250363141,1
Bloque1,102,0.25,Tr78_9,Tr78,Tristeza,3,Ruego,0.233923823,1
Bloque1,102,2.5,Tr75_12,Tr75,Tristeza,3,Ruego,0.233922929,1
Bloque1,102,2.5,En78_11,En78,Enojo,2,Ruego,0.533781171,2
Bloque1,102,2.5,Al75_14,Al75,Alegria,1,Exigencia,0.499946237,2
Bloque1,102,0.25,Tr19_7,Tr19,Tristeza,3,Exigencia,0.383754551,2
Bloque1,102,0.25,En75_5,En75,Enojo,2,Exigencia,0.300516456,1
Bloque1,102,2.5,En19_14,En19,Enojo,2,Exigencia,0.8003667,1
Bloque1,102,0.25,Al75_2,Al75,Alegria,1,Exigencia,0.450302541,2
Bloque1,102,2.5,Tr28_10,Tr28,Tristeza,3,Ruego,0.183816478,1
Bloque1,102,2.5,Al78_3,Al78,Alegria,1,Afirmacion,0.250359565,1
Bloque1,102,2.5,En75_3,En75,Enojo,2,Exigencia,0.650433362,1
Bloque1,102,2.5,Tr75_3,Tr75,Tristeza,3,Ruego,0.350319892,1
Bloque1,102,2.5,Tr75_7,Tr75,Tristeza,3,Ruego,1.266817212,1
Bloque1,102,2.5,Tr19_14,Tr19,Tristeza,3,Exigencia,0.499941319,2
Bloque1,102,2.5,En78_5,En78,Enojo,2,Exigencia,0.650218725,1
Bloque1,102,2.5,Al78_12,Al78,Alegria,1,Afirmacion,0.233790398,1
Bloque1,102,2.5,Al28_13,Al28,Alegria,1,Afirmacion,0.283726841,1
Bloque1,102,2.5,En28_4,En28,Enojo,2,Exigencia,0.533591509,1
Bloque1,102,0.25,Al28_7,Al28,Alegria,1,Afirmacion,0.700333655,1
Bloque1,102,0.25,Al78_12,Al78,Alegria,1,Afirmacion,0.20024775,1
Bloque1,102,2.5,Al28_7,Al28,Alegria,1,Afirmacion,0.233676597,1
Bloque1,102,0.25,Al75_7,Al75,Alegria,1,Exigencia,0.200351283,2
Bloque1,102,0.25,En75_10,En75,Enojo,2,Exigencia,0.183900371,1
Bloque1,102,2.5,En28_8,En28,Enojo,2,Exigencia,0.250372052,1
Bloque1,102,0.25,Tr75_6,Tr75,Tristeza,3,Ruego,0.30032903,1
Bloque1,102,0.25,Al78_4,Al78,Alegria,1,Afirmacion,0.233848408,1
Bloque1,102,2.5,Al19_13,Al19,Alegria,1,Afirmacion,0.650345445,1
Bloque1,102,0.25,Al78_15,Al78,Alegria,1,Afirmacion,0.183887437,1
Bloque1,102,2.5,En19_4,En19,Enojo,2,Exigencia,0.550211549,1
Bloque1,102,2.5,En75_9,En75,Enojo,2,Exigencia,0.250367582,1
Bloque1,102,0.25,En78_8,En78,Enojo,2,Exigencia,0.200423583,1
Bloque1,102,0.25,Tr75_12,Tr75,Tristeza,3,Ruego,0.233782366,1
Bloque1,103,0.25,Tr28_2,Tr28,Tristeza,3,Ruego,0.716617405,1
Bloque1,103,2.5,En75_12,En75,Enojo,2,Exigencia,0.750132442,1
Bloque1,103,0.25,Al78_11,Al78,Alegria,1,Afirmacion,0.350390702,1
Bloque1,103,0.25,Al78_8,Al78,Alegria,1,Afirmacion,0.850347638,1
Bloque1,103,0.25,En28_6,En28,Enojo,2,Exigencia,0.600243092,1
Bloque1,103,0.25,Al19_14,Al19,Alegria,1,Afirmacion,0.349891812,1
Bloque1,103,2.5,En78_1,En78,Enojo,2,Exigencia,0.750731289,1
Bloque1,103,2.5,Al78_15,Al78,Alegria,1,Afirmacion,0.350384921,1
Bloque1,103,0.25,Al75_14,Al75,Alegria,1,Afirmacion,0.550287902,1
Bloque1,103,2.5,Al75_2,Al75,Alegria,1,Afirmacion,1.466648936,1
Bloque1,103,0.25,En75_12,En75,Enojo,2,Afirmacion,0.650286675,2
Bloque1,103,2.5,Tr78_8,Tr78,Tristeza,3,Ruego,0.700390935,1
Bloque1,103,0.25,Tr78_15,Tr78,Tristeza,3,Ruego,0.650235355,1
Bloque1,103,0.25,Tr78_5,Tr78,Tristeza,3,Ruego,0.500339806,1
Bloque1,103,2.5,Al19_5,Al19,Alegria,1,Afirmacion,0.916579783,1
Bloque1,103,2.5,Tr75_10,Tr75,Tristeza,3,Ruego,1.000090599,1
Bloque1,103,2.5,Tr75_4,Tr75,Tristeza,3,Ruego,0.450342208,1
Bloque1,103,0.25,Tr28_5,Tr28,Tristeza,3,Ruego,0.400260687,1
Bloque1,103,0.25,En75_11,En75,Enojo,2,Exigencia,0.450278401,1
Bloque1,103,0.25,Al75_6,Al75,Alegria,1,Afirmacion,1.46663785,1
Bloque1,103,0.25,En78_1,En78,Enojo,2,Exigencia,1.266754031,1
Bloque1,103,2.5,Tr19_4,Tr19,Tristeza,3,Ruego,0.916894794,1
Bloque1,103,0.25,Tr28_11,Tr28,Tristeza,3,Ruego,0.500190318,1
Bloque1,103,0.25,Al19_7,Al19,Alegria,1,Afirmacion,1.050123453,1
Bloque1,103,0.25,En28_1,En28,Enojo,2,Exigencia,0.333895594,1
Bloque1,103,0.25,Tr19_6,Tr19,Tristeza,3,Ruego,2.199800253,1
Bloque1,103,0.25,Tr78_7,Tr78,Tristeza,3,Ruego,0.500264823,1
Bloque1,103,2.5,Tr19_15,Tr19,Tristeza,3,Ruego,0.75019002,1
Bloque1,103,2.5,Al28_4,Al28,Alegria,1,Afirmacion,0.43367663,1
Bloque1,103,2.5,Tr78_5,Tr78,Tristeza,3,Ruego,0.650234461,1
Bloque1,103,2.5,Tr28_12,Tr28,Tristeza,3,Ruego,0.70032537,1
Bloque1,103,0.25,Al28_2,Al28,Alegria,1,Afirmacion,0.400314689,1
Bloque1,103,0.25,En19_8,En19,Enojo,2,Exigencia,0.600174844,1
Bloque1,103,0.25,Tr19_9,Tr19,Tristeza,3,Exigencia,3.315986395,2
Bloque1,103,2.5,Al78_10,Al78,Alegria,1,Afirmacion,0.30031544,1
Bloque1,103,2.5,Al75_15,Al75,Alegria,1,Afirmacion,0.850111127,1
Bloque1,103,2.5,Tr28_6,Tr28,Tristeza,3,Ruego,0.650283098,1
Bloque1,103,0.25,Tr75_14,Tr75,Tristeza,3,Ruego,0.966887951,1
Bloque1,103,2.5,En75_13,En75,Enojo,2,Exigencia,0.649983227,1
Bloque1,103,2.5,Tr75_8,Tr75,Tristeza,3,Ruego,0.500244796,1
Bloque1,103,0.25,En75_7,En75,Enojo,2,Exigencia,0.533598244,1
Bloque1,103,2.5,Tr19_10,Tr19,Tristeza,3,Ruego,0.766800702,1
Bloque1,103,2.5,Tr19_2,Tr19,Tristeza,3,Ruego,0.300329745,1
Bloque1,103,0.25,Tr75_15,Tr75,Tristeza,3,Ruego,0.500397801,1
Bloque1,103,0.25,En19_1,En19,Enojo,2,Exigencia,0.283638716,1
Bloque1,103,0.25,Tr78_2,Tr78,Tristeza,3,Ruego,0.28374806,1
Bloque1,103,2.5,Al19_9,Al19,Alegria,1,Afirmacion,0.800152361,1
Bloque1,103,2.5,Tr28_11,Tr28,Tristeza,3,Ruego,0.333660871,1
Bloque1,103,2.5,En78_6,En78,Enojo,2,Exigencia,0.433596313,1
Bloque1,103,2.5,Al28_14,Al28,Alegria,1,Afirmacion,0.500220239,1
Bloque1,103,0.25,Tr19_10,Tr19,Tristeza,3,Ruego,0.550295949,1
Bloque1,103,2.5,En19_2,En19,Enojo,2,Exigencia,0.400346369,1
Bloque1,103,0.25,En78_5,En78,Enojo,2,Exigencia,1.000219941,1
Bloque1,103,2.5,Al75_5,Al75,Alegria,1,Afirmacion,0.533664703,1
Bloque1,103,0.25,En28_9,En28,Enojo,2,Exigencia,1.316885471,1
Bloque1,103,2.5,Tr19_1,Tr19,Tristeza,3,Ruego,0.400021523,1
Bloque1,103,0.25,Al28_3,Al28,Alegria,1,Afirmacion,0.233888328,1
Bloque1,103,0.25,En28_5,En28,Enojo,2,Exigencia,0.350287616,1
Bloque1,103,2.5,Tr78_15,Tr78,Tristeza,3,Ruego,0.383621454,1
Bloque1,103,0.25,Al78_10,Al78,Alegria,1,Afirmacion,0.300337762,1
Bloque1,103,0.25,Tr75_7,Tr75,Tristeza,3,Ruego,0.700366437,1
Bloque1,103,0.25,Tr75_5,Tr75,Tristeza,3,Ruego,0.300376594,1
Bloque1,103,0.25,En75_14,En75,Enojo,2,Exigencia,0.333853662,1
Bloque1,103,0.25,En75_2,En75,Enojo,2,Exigencia,0.383915544,1
Bloque1,103,0.25,Al78_6,Al78,Alegria,1,Afirmacion,0.250392377,1
Bloque1,103,0.25,Tr75_4,Tr75,Tristeza,3,Ruego,0.383866429,1
Bloque1,103,0.25,Tr75_3,Tr75,Tristeza,3,Afirmacion,0.300415844,2
Bloque1,103,0.25,Al28_10,Al28,Alegria,1,Afirmacion,0.333590358,1
Bloque1,103,0.25,Tr28_12,Tr28,Tristeza,3,Ruego,0.283732891,1
Bloque1,103,0.25,Tr75_10,Tr75,Tristeza,3,Ruego,0.350131005,1
Bloque1,103,0.25,Al28_8,Al28,Alegria,1,Afirmacion,0.333738536,1
Bloque1,103,0.25,En78_14,En78,Enojo,2,Exigencia,0.400373608,1
Bloque1,103,2.5,Tr78_9,Tr78,Tristeza,3,Ruego,0.650263488,1
Bloque1,103,0.25,Al19_3,Al19,Alegria,1,Afirmacion,0.433686882,1
Bloque1,103,0.25,Tr78_6,Tr78,Tristeza,3,Exigencia,1.566563845,2
Bloque1,103,0.25,Tr28_8,Tr28,Tristeza,3,Afirmacion,0.283810526,2
