Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,date,frameRate,expName,session,participant,
0.25,Stim\\03_028.jpg,Tr28_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr28,28,,,,,0,0,0,0,,,,,,,,,1,3.15565379942,4,0.950187178507,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\05_075.jpg,En75_12,Enojo,12,Ana compra el libro.,Afirmación,En75,75,,,,,0,1,1,1,,,,,,,,,1,1.81084327833,2,1.41673669033,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\02_078.jpg,Al78_11,Alegría,11,María asiste a la cena.,Afirmación,Al78,78,,,,,0,2,2,2,,,,,,,,,1,1.32531887729,3,0.900168190676,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\02_078.jpg,Al78_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al78,78,,,,,0,3,3,3,,,,,,,,,1,1.73394992835,3,1.53323539689,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\05_028.jpg,En28_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En28,28,,,,,0,4,4,4,,,,,,,,,1,1.6849983645,2,2.89954121296,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\02_019.jpg,Al19_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,2.399290645,3,5.61549531909,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\05_078.jpg,En78_1,Enojo,1,Juan colecciona monedas antiguas.,Afirmación,En78,78,,,,,0,6,6,6,,,,,,,,,1,3.95200162077,2,8.39757482343,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\02_078.jpg,Al78_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al78,78,,,,,0,7,7,7,,,,,,,,,1,1.96522616492,3,3.53273069098,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\02_075.jpg,Al75_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al75,75,,,,,0,8,8,8,,,,,,,,,1,2.9959043406,3,1.83313958755,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\02_075.jpg,Al75_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al75,75,,,,,0,9,9,9,,,,,,,,,1,2.82355106789,3,2.6994639229,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\05_075.jpg,En75_12,Enojo,12,Ana compra el libro.,Afirmación,En75,75,,,,,0,10,10,10,,,,,,,,,1,2.30381064113,4,1.26673015281,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\03_078.jpg,Tr78_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr78,78,,,,,0,11,11,11,,,,,,,,,1,3.58496485132,4,3.06622446516,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\03_078.jpg,Tr78_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr78,78,,,,,0,12,12,12,,,,,,,,,1,2.16836426647,4,1.46659502907,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\03_078.jpg,Tr78_5,Tristeza,5,Emilio revisa el formato del archivo.,Afirmación,Tr78,78,,,,,0,13,13,13,,,,,,,,,1,4.91393938799,4,2.49958342798,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\02_019.jpg,Al19_5,Alegría,5,Emilio revisa el formato del archivo.,Afirmación,Al19,19,,,,,0,14,14,14,,,,,,,,,1,1.64985235902,3,1.51674833739,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\03_075.jpg,Tr75_10,Tristeza,10,Laura finaliza la obra.,Afirmación,Tr75,75,,,,,0,15,15,15,,,,,,,,,1,1.95657610372,4,5.51525653206,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\03_075.jpg,Tr75_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr75,75,,,,,0,16,16,16,,,,,,,,,1,3.23167295057,4,2.99976929005,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\03_028.jpg,Tr28_5,Tristeza,5,Emilio revisa el formato del archivo.,Afirmación,Tr28,28,,,,,0,17,17,17,,,,,,,,,1,4.34843538939,4,3.36605100876,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\05_075.jpg,En75_11,Enojo,11,María asiste a la cena.,Afirmación,En75,75,,,,,0,18,18,18,,,,,,,,,1,2.50837137965,2,1.36675474104,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\02_075.jpg,Al75_6,Alegría,6,Eduardo camina hacia la biblioteca.,Afirmación,Al75,75,,,,,0,19,19,19,,,,,,,,,1,2.10100454771,3,0.850181332665,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
0.25,Stim\\05_078.jpg,En78_1,Enojo,1,Juan colecciona monedas antiguas.,Afirmación,En78,78,,,,,0,20,20,20,,,,,,,,,1,2.55215762889,2,4.64900404256,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
2.5,Stim\\03_019.jpg,Tr19_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr19,19,,,,,0,21,21,21,,,,,,,,,1,3.23172650027,3,5.21558394384,,,,,,,,,2018_may._11_1335,60.0215079108,Experimento Piloto1,001,119,
