15.2848 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
45.4857 	EXP 	Created Enunciado_Bloque3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Enunciado_Bloque3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
45.4954 	EXP 	Created Exigencia_Bloque3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Exigencia_Bloque3', opacity=1.0, ori=0, pos=array([-0.42,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'Exigencia', units=u'norm', win=Window(...), wrapWidth=1)
45.5059 	EXP 	Created Afirmacion_Bloque3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Afirmacion_Bloque3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Afirmaci\xf3n', units=u'norm', win=Window(...), wrapWidth=1)
45.5135 	EXP 	Created Ruego_Bloque3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Ruego_Bloque3', opacity=1.0, ori=0, pos=array([ 0.42,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'Ruego', units=u'norm', win=Window(...), wrapWidth=1)
45.5775 	EXP 	Created Agradecimiento = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Agradecimiento', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.5)
45.5796 	EXP 	window1: blendMode = 'avg'
45.5879 	EXP 	instrucciones: autoDraw = True
45.5884 	EXP 	window1: blendMode = 'avg'
45.6012 	EXP 	window1: blendMode = 'avg'
45.6180 	EXP 	window1: blendMode = 'avg'
45.6343 	EXP 	window1: blendMode = 'avg'
45.6513 	EXP 	window1: blendMode = 'avg'
45.6676 	EXP 	window1: blendMode = 'avg'
45.6842 	EXP 	window1: blendMode = 'avg'
45.7010 	EXP 	window1: blendMode = 'avg'
45.7176 	EXP 	window1: blendMode = 'avg'
45.7343 	EXP 	window1: blendMode = 'avg'
45.7509 	EXP 	window1: blendMode = 'avg'
45.7676 	EXP 	window1: blendMode = 'avg'
45.7846 	EXP 	window1: blendMode = 'avg'
45.8009 	EXP 	window1: blendMode = 'avg'
45.8176 	EXP 	window1: blendMode = 'avg'
45.8343 	EXP 	window1: blendMode = 'avg'
45.8509 	EXP 	window1: blendMode = 'avg'
45.8675 	EXP 	window1: blendMode = 'avg'
45.8843 	EXP 	window1: blendMode = 'avg'
45.9009 	EXP 	window1: blendMode = 'avg'
45.9175 	EXP 	window1: blendMode = 'avg'
45.9342 	EXP 	window1: blendMode = 'avg'
45.9508 	EXP 	window1: blendMode = 'avg'
45.9675 	EXP 	window1: blendMode = 'avg'
45.9842 	EXP 	window1: blendMode = 'avg'
46.0008 	EXP 	window1: blendMode = 'avg'
46.0175 	EXP 	window1: blendMode = 'avg'
46.0342 	EXP 	window1: blendMode = 'avg'
46.0508 	EXP 	window1: blendMode = 'avg'
46.0675 	EXP 	window1: blendMode = 'avg'
46.0842 	EXP 	window1: blendMode = 'avg'
46.1008 	EXP 	window1: blendMode = 'avg'
46.1174 	EXP 	window1: blendMode = 'avg'
46.1341 	EXP 	window1: blendMode = 'avg'
46.1508 	EXP 	window1: blendMode = 'avg'
46.1676 	EXP 	window1: blendMode = 'avg'
46.1841 	EXP 	window1: blendMode = 'avg'
46.2008 	EXP 	window1: blendMode = 'avg'
46.2174 	EXP 	window1: blendMode = 'avg'
46.2341 	EXP 	window1: blendMode = 'avg'
46.2508 	EXP 	window1: blendMode = 'avg'
46.2674 	EXP 	window1: blendMode = 'avg'
46.2841 	EXP 	window1: blendMode = 'avg'
46.3007 	EXP 	window1: blendMode = 'avg'
46.3175 	EXP 	window1: blendMode = 'avg'
46.3341 	EXP 	window1: blendMode = 'avg'
46.3507 	EXP 	window1: blendMode = 'avg'
46.3674 	EXP 	window1: blendMode = 'avg'
46.3841 	EXP 	window1: blendMode = 'avg'
46.4008 	EXP 	window1: blendMode = 'avg'
46.4172 	EXP 	window1: blendMode = 'avg'
46.4341 	EXP 	window1: blendMode = 'avg'
46.4506 	EXP 	window1: blendMode = 'avg'
46.4675 	EXP 	window1: blendMode = 'avg'
46.4840 	EXP 	window1: blendMode = 'avg'
46.5007 	EXP 	window1: blendMode = 'avg'
46.5173 	EXP 	window1: blendMode = 'avg'
46.5340 	EXP 	window1: blendMode = 'avg'
46.5507 	EXP 	window1: blendMode = 'avg'
46.5674 	EXP 	window1: blendMode = 'avg'
46.5841 	EXP 	window1: blendMode = 'avg'
46.6007 	EXP 	window1: blendMode = 'avg'
46.6173 	EXP 	window1: blendMode = 'avg'
46.6339 	EXP 	window1: blendMode = 'avg'
46.6507 	EXP 	window1: blendMode = 'avg'
46.6674 	EXP 	window1: blendMode = 'avg'
46.6839 	EXP 	window1: blendMode = 'avg'
46.7008 	EXP 	window1: blendMode = 'avg'
46.7174 	EXP 	window1: blendMode = 'avg'
46.7340 	EXP 	window1: blendMode = 'avg'
46.7507 	EXP 	window1: blendMode = 'avg'
46.7673 	EXP 	window1: blendMode = 'avg'
46.7840 	EXP 	window1: blendMode = 'avg'
46.8007 	EXP 	window1: blendMode = 'avg'
46.8173 	EXP 	window1: blendMode = 'avg'
46.8340 	EXP 	window1: blendMode = 'avg'
46.8506 	EXP 	window1: blendMode = 'avg'
46.8673 	EXP 	window1: blendMode = 'avg'
46.8839 	EXP 	window1: blendMode = 'avg'
46.9006 	EXP 	window1: blendMode = 'avg'
46.9173 	EXP 	window1: blendMode = 'avg'
46.9339 	EXP 	window1: blendMode = 'avg'
46.9507 	EXP 	window1: blendMode = 'avg'
46.9673 	EXP 	window1: blendMode = 'avg'
46.9839 	EXP 	window1: blendMode = 'avg'
47.0007 	EXP 	window1: blendMode = 'avg'
47.0173 	EXP 	window1: blendMode = 'avg'
47.0340 	EXP 	window1: blendMode = 'avg'
47.0505 	EXP 	window1: blendMode = 'avg'
47.0674 	EXP 	window1: blendMode = 'avg'
47.0838 	EXP 	window1: blendMode = 'avg'
47.1005 	EXP 	window1: blendMode = 'avg'
47.1172 	EXP 	window1: blendMode = 'avg'
47.1339 	EXP 	window1: blendMode = 'avg'
47.1505 	EXP 	window1: blendMode = 'avg'
47.1672 	EXP 	window1: blendMode = 'avg'
47.1839 	EXP 	window1: blendMode = 'avg'
47.2006 	EXP 	window1: blendMode = 'avg'
47.2172 	EXP 	window1: blendMode = 'avg'
47.2338 	EXP 	window1: blendMode = 'avg'
47.2505 	EXP 	window1: blendMode = 'avg'
47.2671 	EXP 	window1: blendMode = 'avg'
47.2838 	EXP 	window1: blendMode = 'avg'
47.3002 	EXP 	window1: blendMode = 'avg'
47.3171 	EXP 	window1: blendMode = 'avg'
47.3337 	EXP 	window1: blendMode = 'avg'
47.3505 	EXP 	window1: blendMode = 'avg'
47.3671 	EXP 	window1: blendMode = 'avg'
47.3838 	EXP 	window1: blendMode = 'avg'
47.4004 	EXP 	window1: blendMode = 'avg'
47.4171 	EXP 	window1: blendMode = 'avg'
47.4338 	EXP 	window1: blendMode = 'avg'
47.4505 	EXP 	window1: blendMode = 'avg'
47.4671 	EXP 	window1: blendMode = 'avg'
47.4838 	EXP 	window1: blendMode = 'avg'
47.5004 	EXP 	window1: blendMode = 'avg'
47.5171 	EXP 	window1: blendMode = 'avg'
47.5338 	EXP 	window1: blendMode = 'avg'
47.5503 	EXP 	window1: blendMode = 'avg'
47.5672 	EXP 	window1: blendMode = 'avg'
47.5838 	EXP 	window1: blendMode = 'avg'
47.6004 	EXP 	window1: blendMode = 'avg'
47.6171 	EXP 	window1: blendMode = 'avg'
47.6337 	EXP 	window1: blendMode = 'avg'
47.6505 	EXP 	window1: blendMode = 'avg'
47.6670 	EXP 	window1: blendMode = 'avg'
47.6837 	EXP 	window1: blendMode = 'avg'
47.7003 	EXP 	window1: blendMode = 'avg'
47.7175 	EXP 	window1: blendMode = 'avg'
47.7337 	EXP 	window1: blendMode = 'avg'
47.7503 	EXP 	window1: blendMode = 'avg'
47.7670 	EXP 	window1: blendMode = 'avg'
47.7837 	EXP 	window1: blendMode = 'avg'
47.8003 	EXP 	window1: blendMode = 'avg'
47.8170 	EXP 	window1: blendMode = 'avg'
47.8337 	EXP 	window1: blendMode = 'avg'
47.8504 	EXP 	window1: blendMode = 'avg'
47.8670 	EXP 	window1: blendMode = 'avg'
47.8836 	EXP 	window1: blendMode = 'avg'
47.9003 	EXP 	window1: blendMode = 'avg'
47.9170 	EXP 	window1: blendMode = 'avg'
47.9337 	EXP 	window1: blendMode = 'avg'
47.9503 	EXP 	window1: blendMode = 'avg'
47.9669 	EXP 	window1: blendMode = 'avg'
47.9836 	EXP 	window1: blendMode = 'avg'
48.0003 	EXP 	window1: blendMode = 'avg'
48.0169 	EXP 	window1: blendMode = 'avg'
48.0336 	EXP 	window1: blendMode = 'avg'
48.0503 	EXP 	window1: blendMode = 'avg'
48.0670 	EXP 	window1: blendMode = 'avg'
48.0836 	EXP 	window1: blendMode = 'avg'
48.1003 	EXP 	window1: blendMode = 'avg'
48.1170 	EXP 	window1: blendMode = 'avg'
48.1335 	EXP 	window1: blendMode = 'avg'
48.1501 	EXP 	window1: blendMode = 'avg'
48.1670 	EXP 	window1: blendMode = 'avg'
48.1835 	EXP 	window1: blendMode = 'avg'
48.2002 	EXP 	window1: blendMode = 'avg'
48.2169 	EXP 	window1: blendMode = 'avg'
48.2336 	EXP 	window1: blendMode = 'avg'
48.2502 	EXP 	window1: blendMode = 'avg'
48.2669 	EXP 	window1: blendMode = 'avg'
48.2835 	EXP 	window1: blendMode = 'avg'
48.3002 	EXP 	window1: blendMode = 'avg'
48.3169 	EXP 	window1: blendMode = 'avg'
48.3335 	EXP 	window1: blendMode = 'avg'
48.3502 	EXP 	window1: blendMode = 'avg'
48.3669 	EXP 	window1: blendMode = 'avg'
48.3835 	EXP 	window1: blendMode = 'avg'
48.4002 	EXP 	window1: blendMode = 'avg'
48.4167 	EXP 	window1: blendMode = 'avg'
48.4335 	EXP 	window1: blendMode = 'avg'
48.4501 	EXP 	window1: blendMode = 'avg'
48.4668 	EXP 	window1: blendMode = 'avg'
48.4834 	EXP 	window1: blendMode = 'avg'
48.5001 	EXP 	window1: blendMode = 'avg'
48.5168 	EXP 	window1: blendMode = 'avg'
48.5334 	EXP 	window1: blendMode = 'avg'
48.5501 	EXP 	window1: blendMode = 'avg'
48.5668 	EXP 	window1: blendMode = 'avg'
48.5834 	EXP 	window1: blendMode = 'avg'
48.6001 	EXP 	window1: blendMode = 'avg'
48.6167 	EXP 	window1: blendMode = 'avg'
48.6334 	EXP 	window1: blendMode = 'avg'
48.6502 	EXP 	window1: blendMode = 'avg'
48.6667 	EXP 	window1: blendMode = 'avg'
48.6834 	EXP 	window1: blendMode = 'avg'
48.7001 	EXP 	window1: blendMode = 'avg'
48.7166 	EXP 	window1: blendMode = 'avg'
48.7333 	EXP 	window1: blendMode = 'avg'
48.7506 	EXP 	window1: blendMode = 'avg'
48.7668 	EXP 	window1: blendMode = 'avg'
48.7835 	EXP 	window1: blendMode = 'avg'
48.8001 	EXP 	window1: blendMode = 'avg'
48.8167 	EXP 	window1: blendMode = 'avg'
48.8333 	EXP 	window1: blendMode = 'avg'
48.8500 	EXP 	window1: blendMode = 'avg'
48.8667 	EXP 	window1: blendMode = 'avg'
48.8833 	EXP 	window1: blendMode = 'avg'
48.9000 	EXP 	window1: blendMode = 'avg'
48.9167 	EXP 	window1: blendMode = 'avg'
48.9333 	EXP 	window1: blendMode = 'avg'
48.9499 	EXP 	window1: blendMode = 'avg'
48.9667 	EXP 	window1: blendMode = 'avg'
48.9833 	EXP 	window1: blendMode = 'avg'
49.0000 	EXP 	window1: blendMode = 'avg'
49.0167 	EXP 	window1: blendMode = 'avg'
49.0333 	EXP 	window1: blendMode = 'avg'
49.0499 	EXP 	window1: blendMode = 'avg'
49.0667 	EXP 	window1: blendMode = 'avg'
49.0832 	EXP 	window1: blendMode = 'avg'
49.0999 	EXP 	window1: blendMode = 'avg'
49.1167 	EXP 	window1: blendMode = 'avg'
49.1332 	EXP 	window1: blendMode = 'avg'
49.1499 	EXP 	window1: blendMode = 'avg'
49.1667 	EXP 	window1: blendMode = 'avg'
49.1832 	EXP 	window1: blendMode = 'avg'
49.1999 	EXP 	window1: blendMode = 'avg'
49.2166 	EXP 	window1: blendMode = 'avg'
49.2332 	EXP 	window1: blendMode = 'avg'
49.2499 	EXP 	window1: blendMode = 'avg'
49.2665 	EXP 	window1: blendMode = 'avg'
49.2833 	EXP 	window1: blendMode = 'avg'
49.2999 	EXP 	window1: blendMode = 'avg'
49.3167 	EXP 	window1: blendMode = 'avg'
49.3333 	EXP 	window1: blendMode = 'avg'
49.3498 	EXP 	window1: blendMode = 'avg'
49.3665 	EXP 	window1: blendMode = 'avg'
49.3832 	EXP 	window1: blendMode = 'avg'
49.3998 	EXP 	window1: blendMode = 'avg'
49.4165 	EXP 	window1: blendMode = 'avg'
49.4328 	EXP 	window1: blendMode = 'avg'
49.4499 	EXP 	window1: blendMode = 'avg'
49.4665 	EXP 	window1: blendMode = 'avg'
49.4831 	EXP 	window1: blendMode = 'avg'
49.4998 	EXP 	window1: blendMode = 'avg'
49.5165 	EXP 	window1: blendMode = 'avg'
49.5333 	EXP 	window1: blendMode = 'avg'
