Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,0,0,0,,,,,,,,,1,4.33304029631,3,1.31669240037,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,,,,,0,1,1,1,,,,,,,,,1,3.43016734348,2,1.26686643759,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,5.93746530412,3,2.70005087242,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,7.28319559106,3,2.38321299478,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,,,,,0,4,4,4,,,,,,,,,1,5.73090767103,2,2.0830166451,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,5.88475924852,3,3.88268731313,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,1,3.38122629301,2,1.7831407024,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,7,7,7,,,,,,,,,1,3.11787362221,4,3.26607166763,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,8,8,8,,,,,,,,,1,4.99421170066,3,2.34973492793,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,,,,,0,9,9,9,,,,,,,,,1,2.08480342719,3,0.916867330091,,,,,,,,,2018_jun._12_1919,59.9049391033,Experimento Piloto1,001,132,
