Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,0,0,0,,,,,,,,,1,6.54327284151,2,2.84998766126,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,,,,,0,1,1,1,,,,,,,,,1,2.85637078525,2,1.16671939824,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,4.03735671551,4,0.916898455047,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,3.83310299526,2,2.33302958755,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,,,,,0,4,4,4,,,,,,,,,1,4.34610463879,3,2.64993982353,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,4.44414119449,3,1.41701916499,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,1,3.84463760019,2,4.33257396887,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,7,7,7,,,,,,,,,1,5.38320163826,4,0.499887322511,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,8,8,8,,,,,,,,,1,3.97524486715,3,0.650259336725,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,,,,,0,9,9,9,,,,,,,,,1,3.31547198034,2,0.701203395586,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\05_075.jpg,En75_22,Enojo,22,Enrique corre todas las mañanas.,Afirmación,En75,75,,,,,0,10,10,10,,,,,,,,,1,5.01823367214,2,2.54996075253,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\02_028.jpg,Al28_26,Alegría,26,Víctor trae el café a Marco.,Afirmación,Al28,28,,,,,0,11,11,11,,,,,,,,,1,6.24665749479,3,0.583528826918,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\03_075.jpg,Tr75_28,Tristeza,28,Antonio responde la pregunta.,Afirmación,Tr75,75,,,,,0,12,12,12,,,,,,,,,1,1.75285431046,4,2.74966364096,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\05_075.jpg,En75_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En75,75,,,,,0,13,13,13,,,,,,,,,1,2.79755893702,2,0.500242535507,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\02_078.jpg,Al78_28,Alegría,28,Antonio responde la pregunta.,Afirmación,Al78,78,,,,,0,14,14,14,,,,,,,,,1,4.35318837133,4,1.53325592427,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\02_028.jpg,Al28_18,Alegría,18,Sofía escucha la música.,Afirmación,Al28,28,,,,,0,15,15,15,,,,,,,,,1,3.48832728147,3,1.00037529413,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,16,16,16,,,,,,,,,1,1.75207426986,3,1.91648701487,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
2.5,Stim\\05_028.jpg,En28_28,Enojo,28,Antonio responde la pregunta.,Afirmación,En28,28,,,,,0,17,17,17,,,,,,,,,1,2.20304528207,2,0.549770651106,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\03_078.jpg,Tr78_30,Tristeza,30,Marisol toma 2 litros de agua cada día.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,1,4.24248775832,2,0.70060720895,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\03_019.jpg,Tr19_20,Tristeza,20,Karen analiza la idea.,Afirmación,Tr19,19,,,,,0,19,19,19,,,,,,,,,1,2.25499607525,4,0.650395888454,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\05_028.jpg,En28_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En28,28,,,,,0,20,20,20,,,,,,,,,1,1.91378944884,2,2.03339269912,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\05_019.jpg,En19_26,Enojo,26,Víctor trae el café a Marco.,Afirmación,En19,19,,,,,0,21,21,21,,,,,,,,,1,1.17118945928,2,1.63313280459,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
0.25,Stim\\02_028.jpg,Al28_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al28,28,,,,,0,22,22,22,,,,,,,,,1,3.66487840425,4,1.8328553279,,,,,,,,,2018_jun._28_1120,60.143937991,Experimento Piloto1,001,138,
