Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Resp_Bloque2.keys,Resp_Bloque2.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,date,frameRate,expName,session,participant,
2.5,Stim\\03_028.jpg,Tr28_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr28,28,,,,,0,0,0,0,,,,,,,,,4,0.650083225118,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\03_019.jpg,Tr19_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr19,19,,,,,0,1,1,1,,,,,,,,,2,3.09949707931,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
2.5,Stim\\03_078.jpg,Tr78_10,Tristeza,10,Laura finaliza la obra.,Afirmación,Tr78,78,,,,,0,2,2,2,,,,,,,,,4,1.88316308999,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\02_075.jpg,Al75_5,Alegría,5,Emilio revisa el formato del archivo.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,3,2.34971016239,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\02_019.jpg,Al19_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al19,19,,,,,0,4,4,4,,,,,,,,,3,0.801032169967,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
2.5,Stim\\02_075.jpg,Al75_7,Alegría,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Al75,75,,,,,0,5,5,5,,,,,,,,,3,0.916943563106,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\03_075.jpg,Tr75_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr75,75,,,,,0,6,6,6,,,,,,,,,4,2.43316554435,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\02_019.jpg,Al19_11,Alegría,11,María asiste a la cena.,Afirmación,Al19,19,,,,,0,7,7,7,,,,,,,,,3,0.750202373143,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
2.5,Stim\\02_019.jpg,Al19_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al19,19,,,,,0,8,8,8,,,,,,,,,3,0.650231825464,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
2.5,Stim\\05_075.jpg,En75_5,Enojo,5,Emilio revisa el formato del archivo.,Afirmación,En75,75,,,,,0,9,9,9,,,,,,,,,2,1.05002699796,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\03_078.jpg,Tr78_10,Tristeza,10,Laura finaliza la obra.,Afirmación,Tr78,78,,,,,0,10,10,10,,,,,,,,,4,0.800171358957,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\02_019.jpg,Al19_6,Alegría,6,Eduardo camina hacia la biblioteca.,Afirmación,Al19,19,,,,,0,11,11,11,,,,,,,,,3,1.11678559157,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
2.5,Stim\\05_019.jpg,En19_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En19,19,,,,,0,12,12,12,,,,,,,,,2,0.434012967946,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\05_019.jpg,En19_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En19,19,,,,,0,13,13,13,,,,,,,,,2,0.650034584164,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
2.5,Stim\\02_028.jpg,Al28_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al28,28,,,,,0,14,14,14,,,,,,,,,3,0.350309026244,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\02_019.jpg,Al19_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al19,19,,,,,0,15,15,15,,,,,,,,,3,0.500405638781,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
0.25,Stim\\05_028.jpg,En28_11,Enojo,11,María asiste a la cena.,Afirmación,En28,28,,,,,0,16,16,16,,,,,,,,,2,0.750607119429,,,,,2018_may._03_1812,60.0107654157,Experimento Piloto1,001,104,
