Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
0.25,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,0,0,0,,,,,,,,,1,3.52435307474,3,1.20027060459,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\03_019.jpg,Tr19_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr19,19,,,,,0,1,1,1,,,,,,,,,1,3.42730803763,2,2.35001883165,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\02_075.jpg,Al75_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,2.10003088034,3,1.81670421097,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\03_075.jpg,Tr75_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr75,75,,,,,0,3,3,3,,,,,,,,,1,1.74997724137,2,1.26668118459,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\03_019.jpg,Tr19_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr19,19,,,,,0,4,4,4,,,,,,,,,1,2.54359393603,4,1.61658488434,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\05_075.jpg,En75_11,Enojo,11,María asiste a la cena.,Afirmación,En75,75,,,,,0,5,5,5,,,,,,,,,1,1.39136189437,4,3.68233769526,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\05_028.jpg,En28_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,1,3.97987021332,3,2.33305026355,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\05_028.jpg,En28_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,1,3.79055320433,2,1.56671938339,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,,,,,0,8,8,8,,,,,,,,,1,1.7501450305,4,0.966770166379,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,,,,,0,9,9,9,,,,,,,,,1,1.21758635339,2,2.29983069363,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\03_078.jpg,Tr78_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr78,78,,,,,0,10,10,10,,,,,,,,,1,2.35283822451,4,1.56647082343,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\02_075.jpg,Al75_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al75,75,,,,,0,11,11,11,,,,,,,,,1,2.40124583428,3,1.1168343368,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\05_078.jpg,En78_11,Enojo,11,María asiste a la cena.,Afirmación,En78,78,,,,,0,12,12,12,,,,,,,,,1,1.57504859637,4,2.19982123318,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\03_028.jpg,Tr28_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr28,28,,,,,0,13,13,13,,,,,,,,,1,1.21804643475,4,0.96669876675,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\02_019.jpg,Al19_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al19,19,,,,,0,14,14,14,,,,,,,,,1,2.44804829114,3,1.21665905071,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\05_019.jpg,En19_5,Enojo,5,Emilio revisa el formato del archivo.,Afirmación,En19,19,,,,,0,15,15,15,,,,,,,,,1,1.93163396266,2,1.01671509942,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\02_028.jpg,Al28_11,Alegría,11,María asiste a la cena.,Afirmación,Al28,28,,,,,0,16,16,16,,,,,,,,,1,1.74151013785,3,0.550160916914,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\03_019.jpg,Tr19_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr19,19,,,,,0,17,17,17,,,,,,,,,1,1.13332229614,2,1.21675945643,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\03_078.jpg,Tr78_14,Tristeza,14,Elizabeth elige la ropa un día antes.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,1,1.2171325195,4,0.700318799344,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\02_019.jpg,Al19_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al19,19,,,,,0,19,19,19,,,,,,,,,1,1.77752232577,3,0.550249273955,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,20,20,20,,,,,,,,,1,0.97504136716,4,2.59971181325,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\02_028.jpg,Al28_4,Alegría,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Al28,28,,,,,0,21,21,21,,,,,,,,,1,3.73116165412,2,1.5829552128,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\02_075.jpg,Al75_10,Alegría,10,Laura finaliza la obra.,Afirmación,Al75,75,,,,,0,22,22,22,,,,,,,,,1,2.50696458757,2,0.750144584249,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\05_075.jpg,En75_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En75,75,,,,,0,23,23,23,,,,,,,,,1,2.69867036041,4,0.817394556135,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\02_028.jpg,Al28_11,Alegría,11,María asiste a la cena.,Afirmación,Al28,28,,,,,0,24,24,24,,,,,,,,,1,1.99134814995,3,1.16665967545,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\02_078.jpg,Al78_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al78,78,,,,,0,25,25,25,,,,,,,,,1,1.83644040719,3,0.500253914931,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\02_019.jpg,Al19_7,Alegría,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Al19,19,,,,,0,26,26,26,,,,,,,,,1,1.82703662979,3,0.71670456797,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,,,,,0,27,27,27,,,,,,,,,1,1.10175652012,2,1.63319511555,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\03_075.jpg,Tr75_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr75,75,,,,,0,28,28,28,,,,,,,,,1,1.69088690834,4,0.900245793223,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\05_075.jpg,En75_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En75,75,,,,,0,29,29,29,,,,,,,,,1,1.31491163403,2,0.500466328827,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
2.5,Stim\\05_028.jpg,En28_10,Enojo,10,Laura finaliza la obra.,Afirmación,En28,28,,,,,0,30,30,30,,,,,,,,,1,0.925915744868,2,1.26676017043,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
0.25,Stim\\05_019.jpg,En19_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En19,19,,,,,0,31,31,31,,,,,,,,,1,1.33212162213,4,0.700250077201,,,,,,,,,2018_may._10_1458,60.0599283861,Experimento Piloto1,001,117,
