Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Resp_Bloque3.keys,Resp_Bloque3.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
0.25,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,0,0,0,,,,,,,,,3,2.44929689215,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\03_019.jpg,Tr19_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr19,19,,,,,0,1,1,1,,,,,,,,,3,2.33326580118,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\02_075.jpg,Al75_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,3,0.533673850065,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\03_075.jpg,Tr75_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr75,75,,,,,0,3,3,3,,,,,,,,,2,0.483662872371,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
0.25,Stim\\03_019.jpg,Tr19_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr19,19,,,,,0,4,4,4,,,,,,,,,4,4.64898692851,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\05_075.jpg,En75_11,Enojo,11,María asiste a la cena.,Afirmación,En75,75,,,,,0,5,5,5,,,,,,,,,2,1.68319047457,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
0.25,Stim\\05_028.jpg,En28_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,2,1.46668225559,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\05_028.jpg,En28_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,2,1.93289550486,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,,,,,0,8,8,8,,,,,,,,,4,0.916810060922,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
2.5,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,,,,,0,9,9,9,,,,,,,,,2,0.650329241539,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
0.25,Stim\\03_078.jpg,Tr78_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr78,78,,,,,0,10,10,10,,,,,,,,,3,0.550319781089,,,,,2018_may._09_0124,60.0111939799,Experimento Piloto1,001,115,
