Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,n,Resp_Bloque3.keys_raw,Resp_Bloque3.rt_mean,Resp_Bloque3.rt_raw,Resp_Bloque3.rt_std,Sig_B3.keys_raw,Sig_B3.rt_mean,Sig_B3.rt_raw,Sig_B3.rt_std,order
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,1.0,'3',0.550355494022,0.5503554940223694,0.0,'1',3.91459536552,3.914595365524292,0.0,0.0
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,1.0,'2',0.500281155109,0.5002811551094055,0.0,'1',2.24640274048,2.2464027404785156,0.0,1.0
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,1.0,'3',0.600265145302,0.6002651453018188,0.0,'1',4.92153453827,4.921534538269043,0.0,2.0
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,1.0,'3',0.600372731686,0.6003727316856384,0.0,'1',2.75077295303,2.7507729530334473,0.0,3.0
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,1.0,'2',0.650293529034,0.6502935290336609,0.0,'1',4.91435050964,4.914350509643555,0.0,4.0
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,1.0,'3',0.283718019724,0.2837180197238922,0.0,'1',3.68498754501,3.6849875450134277,0.0,5.0
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,1.0,'4',0.499971449375,0.4999714493751526,0.0,'1',5.1308889389,5.130888938903809,0.0,6.0
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,1.0,'3',0.28361672163,0.28361672163009644,0.0,'1',2.49254059792,2.4925405979156494,0.0,7.0
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,1.0,'3',0.25037664175,0.2503766417503357,0.0,'1',2.5458676815,2.545867681503296,0.0,8.0
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,1.0,'3',0.300575941801,0.30057594180107117,0.0,'1',1.00175952911,1.0017595291137695,0.0,9.0
0.25,Stim\\05_075.jpg,En75_22,Enojo,22,Enrique corre todas las mañanas.,Afirmación,En75,75,1.0,'2',0.716611325741,0.7166113257408142,0.0,'1',2.8524825573,2.852482557296753,0.0,10.0
0.25,Stim\\02_028.jpg,Al28_26,Alegría,26,Víctor trae el café a Marco.,Afirmación,Al28,28,1.0,'3',2.54959416389,2.5495941638946533,0.0,'1',4.70499181747,4.704991817474365,0.0,11.0
2.5,Stim\\03_075.jpg,Tr75_28,Tristeza,28,Antonio responde la pregunta.,Afirmación,Tr75,75,1.0,'4',0.300299704075,0.3002997040748596,0.0,'1',3.83458185196,3.8345818519592285,0.0,12.0
0.25,Stim\\05_075.jpg,En75_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En75,75,1.0,'2',0.550239443779,0.5502394437789917,0.0,'1',1.46516406536,1.465164065361023,0.0,13.0
2.5,Stim\\02_078.jpg,Al78_28,Alegría,28,Antonio responde la pregunta.,Afirmación,Al78,78,1.0,'3',0.600204944611,0.6002049446105957,0.0,'1',2.87126994133,2.871269941329956,0.0,14.0
2.5,Stim\\02_028.jpg,Al28_18,Alegría,18,Sofía escucha la música.,Afirmación,Al28,28,1.0,'3',2.25022125244,2.2502212524414062,0.0,'1',3.78992891312,3.789928913116455,0.0,15.0
2.5,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,1.0,'3',1.61672317982,1.6167231798171997,0.0,'1',1.58322167397,1.583221673965454,0.0,16.0
