2.2024 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
70.7945 	EXP 	Created Enunciado_Bloque1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Enunciado_Bloque1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
70.8044 	EXP 	Created Exigencia_Bloque1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Exigencia_Bloque1', opacity=1.0, ori=0, pos=array([-0.42,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'Exigencia', units=u'norm', win=Window(...), wrapWidth=1)
70.8148 	EXP 	Created Afirmacion_Bloque1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Afirmacion_Bloque1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Afirmaci\xf3n', units=u'norm', win=Window(...), wrapWidth=1)
70.8220 	EXP 	Created Ruego_Bloque1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Ruego_Bloque1', opacity=1.0, ori=0, pos=array([ 0.42,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'Ruego', units=u'norm', win=Window(...), wrapWidth=1)
70.8900 	EXP 	Created Agradecimiento = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='Agradecimiento', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.5)
70.8923 	EXP 	window1: blendMode = 'avg'
70.8996 	EXP 	instrucciones: autoDraw = True
70.9003 	EXP 	window1: blendMode = 'avg'
70.9197 	EXP 	window1: blendMode = 'avg'
70.9390 	EXP 	window1: blendMode = 'avg'
70.9557 	EXP 	window1: blendMode = 'avg'
70.9723 	EXP 	window1: blendMode = 'avg'
70.9889 	EXP 	window1: blendMode = 'avg'
71.0056 	EXP 	window1: blendMode = 'avg'
71.0223 	EXP 	window1: blendMode = 'avg'
71.0389 	EXP 	window1: blendMode = 'avg'
71.0556 	EXP 	window1: blendMode = 'avg'
71.0723 	EXP 	window1: blendMode = 'avg'
71.0890 	EXP 	window1: blendMode = 'avg'
71.1056 	EXP 	window1: blendMode = 'avg'
71.1223 	EXP 	window1: blendMode = 'avg'
71.1389 	EXP 	window1: blendMode = 'avg'
71.1557 	EXP 	window1: blendMode = 'avg'
71.1723 	EXP 	window1: blendMode = 'avg'
71.1889 	EXP 	window1: blendMode = 'avg'
71.2055 	EXP 	window1: blendMode = 'avg'
71.2222 	EXP 	window1: blendMode = 'avg'
71.2389 	EXP 	window1: blendMode = 'avg'
71.2556 	EXP 	window1: blendMode = 'avg'
71.2721 	EXP 	window1: blendMode = 'avg'
71.2889 	EXP 	window1: blendMode = 'avg'
71.3055 	EXP 	window1: blendMode = 'avg'
71.3222 	EXP 	window1: blendMode = 'avg'
71.3389 	EXP 	window1: blendMode = 'avg'
71.3556 	EXP 	window1: blendMode = 'avg'
71.3720 	EXP 	window1: blendMode = 'avg'
71.3887 	EXP 	window1: blendMode = 'avg'
71.4056 	EXP 	window1: blendMode = 'avg'
71.4221 	EXP 	window1: blendMode = 'avg'
71.4388 	EXP 	window1: blendMode = 'avg'
71.4554 	EXP 	window1: blendMode = 'avg'
71.4721 	EXP 	window1: blendMode = 'avg'
71.4888 	EXP 	window1: blendMode = 'avg'
71.5054 	EXP 	window1: blendMode = 'avg'
71.5221 	EXP 	window1: blendMode = 'avg'
71.5388 	EXP 	window1: blendMode = 'avg'
71.5554 	EXP 	window1: blendMode = 'avg'
71.5720 	EXP 	window1: blendMode = 'avg'
71.5888 	EXP 	window1: blendMode = 'avg'
71.6053 	EXP 	window1: blendMode = 'avg'
71.6221 	EXP 	window1: blendMode = 'avg'
71.6386 	EXP 	window1: blendMode = 'avg'
71.6554 	EXP 	window1: blendMode = 'avg'
71.6720 	EXP 	window1: blendMode = 'avg'
71.6888 	EXP 	window1: blendMode = 'avg'
71.7054 	EXP 	window1: blendMode = 'avg'
71.7221 	EXP 	window1: blendMode = 'avg'
71.7387 	EXP 	window1: blendMode = 'avg'
71.7554 	EXP 	window1: blendMode = 'avg'
71.7720 	EXP 	window1: blendMode = 'avg'
71.7887 	EXP 	window1: blendMode = 'avg'
71.8053 	EXP 	window1: blendMode = 'avg'
71.8220 	EXP 	window1: blendMode = 'avg'
71.8387 	EXP 	window1: blendMode = 'avg'
71.8554 	EXP 	window1: blendMode = 'avg'
71.8721 	EXP 	window1: blendMode = 'avg'
71.8887 	EXP 	window1: blendMode = 'avg'
71.9054 	EXP 	window1: blendMode = 'avg'
71.9220 	EXP 	window1: blendMode = 'avg'
71.9387 	EXP 	window1: blendMode = 'avg'
71.9553 	EXP 	window1: blendMode = 'avg'
71.9720 	EXP 	window1: blendMode = 'avg'
71.9887 	EXP 	window1: blendMode = 'avg'
72.0053 	EXP 	window1: blendMode = 'avg'
72.0220 	EXP 	window1: blendMode = 'avg'
72.0387 	EXP 	window1: blendMode = 'avg'
72.0553 	EXP 	window1: blendMode = 'avg'
72.0720 	EXP 	window1: blendMode = 'avg'
72.0886 	EXP 	window1: blendMode = 'avg'
72.1054 	EXP 	window1: blendMode = 'avg'
72.1220 	EXP 	window1: blendMode = 'avg'
72.1387 	EXP 	window1: blendMode = 'avg'
72.1553 	EXP 	window1: blendMode = 'avg'
72.1720 	EXP 	window1: blendMode = 'avg'
72.1886 	EXP 	window1: blendMode = 'avg'
72.2053 	EXP 	window1: blendMode = 'avg'
72.2220 	EXP 	window1: blendMode = 'avg'
72.2386 	EXP 	window1: blendMode = 'avg'
72.2552 	EXP 	window1: blendMode = 'avg'
72.2719 	EXP 	window1: blendMode = 'avg'
72.2886 	EXP 	window1: blendMode = 'avg'
72.3052 	EXP 	window1: blendMode = 'avg'
72.3219 	EXP 	window1: blendMode = 'avg'
72.3385 	EXP 	window1: blendMode = 'avg'
72.3553 	EXP 	window1: blendMode = 'avg'
72.3719 	EXP 	window1: blendMode = 'avg'
72.3886 	EXP 	window1: blendMode = 'avg'
72.4049 	EXP 	window1: blendMode = 'avg'
72.4217 	EXP 	window1: blendMode = 'avg'
72.4385 	EXP 	window1: blendMode = 'avg'
72.4552 	EXP 	window1: blendMode = 'avg'
72.4718 	EXP 	window1: blendMode = 'avg'
72.4885 	EXP 	window1: blendMode = 'avg'
72.5051 	EXP 	window1: blendMode = 'avg'
72.5218 	EXP 	window1: blendMode = 'avg'
72.5385 	EXP 	window1: blendMode = 'avg'
72.5551 	EXP 	window1: blendMode = 'avg'
72.5719 	EXP 	window1: blendMode = 'avg'
72.5885 	EXP 	window1: blendMode = 'avg'
72.6052 	EXP 	window1: blendMode = 'avg'
72.6218 	EXP 	window1: blendMode = 'avg'
72.6384 	EXP 	window1: blendMode = 'avg'
72.6551 	EXP 	window1: blendMode = 'avg'
72.6717 	EXP 	window1: blendMode = 'avg'
72.6884 	EXP 	window1: blendMode = 'avg'
72.7051 	EXP 	window1: blendMode = 'avg'
72.7217 	EXP 	window1: blendMode = 'avg'
72.7384 	EXP 	window1: blendMode = 'avg'
72.7551 	EXP 	window1: blendMode = 'avg'
72.7717 	EXP 	window1: blendMode = 'avg'
72.7884 	EXP 	window1: blendMode = 'avg'
72.8050 	EXP 	window1: blendMode = 'avg'
72.8218 	EXP 	window1: blendMode = 'avg'
72.8383 	EXP 	window1: blendMode = 'avg'
72.8551 	EXP 	window1: blendMode = 'avg'
72.8717 	EXP 	window1: blendMode = 'avg'
72.8885 	EXP 	window1: blendMode = 'avg'
72.9050 	EXP 	window1: blendMode = 'avg'
72.9217 	EXP 	window1: blendMode = 'avg'
72.9384 	EXP 	window1: blendMode = 'avg'
72.9551 	EXP 	window1: blendMode = 'avg'
72.9716 	EXP 	window1: blendMode = 'avg'
72.9883 	EXP 	window1: blendMode = 'avg'
73.0050 	EXP 	window1: blendMode = 'avg'
73.0217 	EXP 	window1: blendMode = 'avg'
73.0383 	EXP 	window1: blendMode = 'avg'
73.0550 	EXP 	window1: blendMode = 'avg'
73.0717 	EXP 	window1: blendMode = 'avg'
73.0883 	EXP 	window1: blendMode = 'avg'
73.1049 	EXP 	window1: blendMode = 'avg'
73.1217 	EXP 	window1: blendMode = 'avg'
73.1382 	EXP 	window1: blendMode = 'avg'
73.1550 	EXP 	window1: blendMode = 'avg'
73.1716 	EXP 	window1: blendMode = 'avg'
73.1883 	EXP 	window1: blendMode = 'avg'
73.2050 	EXP 	window1: blendMode = 'avg'
73.2216 	EXP 	window1: blendMode = 'avg'
73.2383 	EXP 	window1: blendMode = 'avg'
73.2550 	EXP 	window1: blendMode = 'avg'
73.2715 	EXP 	window1: blendMode = 'avg'
73.2882 	EXP 	window1: blendMode = 'avg'
73.3049 	EXP 	window1: blendMode = 'avg'
73.3217 	EXP 	window1: blendMode = 'avg'
73.3382 	EXP 	window1: blendMode = 'avg'
73.3549 	EXP 	window1: blendMode = 'avg'
73.3716 	EXP 	window1: blendMode = 'avg'
73.3881 	EXP 	window1: blendMode = 'avg'
73.4049 	EXP 	window1: blendMode = 'avg'
73.4217 	EXP 	window1: blendMode = 'avg'
73.4381 	EXP 	window1: blendMode = 'avg'
73.4548 	EXP 	window1: blendMode = 'avg'
73.4716 	EXP 	window1: blendMode = 'avg'
73.4882 	EXP 	window1: blendMode = 'avg'
73.5048 	EXP 	window1: blendMode = 'avg'
73.5215 	EXP 	window1: blendMode = 'avg'
73.5382 	EXP 	window1: blendMode = 'avg'
73.5548 	EXP 	window1: blendMode = 'avg'
73.5715 	EXP 	window1: blendMode = 'avg'
73.5881 	EXP 	window1: blendMode = 'avg'
73.6048 	EXP 	window1: blendMode = 'avg'
73.6216 	EXP 	window1: blendMode = 'avg'
73.6381 	EXP 	window1: blendMode = 'avg'
73.6548 	EXP 	window1: blendMode = 'avg'
73.6715 	EXP 	window1: blendMode = 'avg'
73.6881 	EXP 	window1: blendMode = 'avg'
73.7048 	EXP 	window1: blendMode = 'avg'
73.7215 	EXP 	window1: blendMode = 'avg'
73.7381 	EXP 	window1: blendMode = 'avg'
73.7547 	EXP 	window1: blendMode = 'avg'
73.7714 	EXP 	window1: blendMode = 'avg'
73.7881 	EXP 	window1: blendMode = 'avg'
73.8047 	EXP 	window1: blendMode = 'avg'
73.8214 	EXP 	window1: blendMode = 'avg'
73.8381 	EXP 	window1: blendMode = 'avg'
73.8548 	EXP 	window1: blendMode = 'avg'
73.8714 	EXP 	window1: blendMode = 'avg'
73.8881 	EXP 	window1: blendMode = 'avg'
73.9048 	EXP 	window1: blendMode = 'avg'
73.9215 	EXP 	window1: blendMode = 'avg'
73.9381 	EXP 	window1: blendMode = 'avg'
73.9548 	EXP 	window1: blendMode = 'avg'
73.9716 	EXP 	window1: blendMode = 'avg'
73.9881 	EXP 	window1: blendMode = 'avg'
74.0048 	EXP 	window1: blendMode = 'avg'
74.0214 	EXP 	window1: blendMode = 'avg'
74.0380 	EXP 	window1: blendMode = 'avg'
74.0548 	EXP 	window1: blendMode = 'avg'
74.0714 	EXP 	window1: blendMode = 'avg'
74.0880 	EXP 	window1: blendMode = 'avg'
74.1048 	EXP 	window1: blendMode = 'avg'
74.1214 	EXP 	window1: blendMode = 'avg'
74.1380 	EXP 	window1: blendMode = 'avg'
74.1547 	EXP 	window1: blendMode = 'avg'
74.1715 	EXP 	window1: blendMode = 'avg'
74.1884 	EXP 	window1: blendMode = 'avg'
74.2047 	EXP 	window1: blendMode = 'avg'
74.2214 	EXP 	window1: blendMode = 'avg'
74.2380 	EXP 	window1: blendMode = 'avg'
74.2548 	EXP 	window1: blendMode = 'avg'
74.2711 	EXP 	window1: blendMode = 'avg'
74.2880 	EXP 	window1: blendMode = 'avg'
74.3047 	EXP 	window1: blendMode = 'avg'
74.3213 	EXP 	window1: blendMode = 'avg'
74.3380 	EXP 	window1: blendMode = 'avg'
74.3546 	EXP 	window1: blendMode = 'avg'
74.3713 	EXP 	window1: blendMode = 'avg'
74.3880 	EXP 	window1: blendMode = 'avg'
74.4047 	EXP 	window1: blendMode = 'avg'
74.4213 	EXP 	window1: blendMode = 'avg'
74.4379 	EXP 	window1: blendMode = 'avg'
74.4547 	EXP 	window1: blendMode = 'avg'
74.4711 	EXP 	window1: blendMode = 'avg'
74.4880 	EXP 	window1: blendMode = 'avg'
74.5045 	EXP 	window1: blendMode = 'avg'
74.5213 	EXP 	window1: blendMode = 'avg'
74.5379 	EXP 	window1: blendMode = 'avg'
74.5545 	EXP 	window1: blendMode = 'avg'
74.5713 	EXP 	window1: blendMode = 'avg'
74.5879 	EXP 	window1: blendMode = 'avg'
74.6046 	EXP 	window1: blendMode = 'avg'
74.6213 	EXP 	window1: blendMode = 'avg'
74.6379 	EXP 	window1: blendMode = 'avg'
74.6545 	EXP 	window1: blendMode = 'avg'
74.6712 	EXP 	window1: blendMode = 'avg'
74.6879 	EXP 	window1: blendMode = 'avg'
74.7045 	EXP 	window1: blendMode = 'avg'
74.7212 	EXP 	window1: blendMode = 'avg'
74.7378 	EXP 	window1: blendMode = 'avg'
74.7546 	EXP 	window1: blendMode = 'avg'
74.7712 	EXP 	window1: blendMode = 'avg'
74.7878 	EXP 	window1: blendMode = 'avg'
74.8045 	EXP 	window1: blendMode = 'avg'
74.8212 	EXP 	window1: blendMode = 'avg'
74.8381 	EXP 	window1: blendMode = 'avg'
74.8545 	EXP 	window1: blendMode = 'avg'
