Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,n,Resp_Bloque3.keys_raw,Resp_Bloque3.rt_mean,Resp_Bloque3.rt_raw,Resp_Bloque3.rt_std,Sig_B3.keys_raw,Sig_B3.rt_mean,Sig_B3.rt_raw,Sig_B3.rt_std,order
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,1.0,'3',1.31669235229,1.3166923522949219,0.0,'1',4.33304023743,4.333040237426758,0.0,0.0
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,1.0,'2',1.26686644554,1.2668664455413818,0.0,'1',3.4301674366,3.4301674365997314,0.0,1.0
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,1.0,'3',2.70005083084,2.7000508308410645,0.0,'1',5.93746519089,5.937465190887451,0.0,2.0
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,1.0,'3',2.38321304321,2.3832130432128906,0.0,'1',7.28319549561,7.283195495605469,0.0,3.0
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,1.0,'2',2.08301663399,2.0830166339874268,0.0,'1',5.73090744019,5.730907440185547,0.0,4.0
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,1.0,'3',3.88268733025,3.8826873302459717,0.0,'1',5.88475942612,5.884759426116943,0.0,5.0
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,1.0,'2',1.78314065933,1.7831406593322754,0.0,'1',3.38122630119,3.3812263011932373,0.0,6.0
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,1.0,'4',3.266071558,3.2660715579986572,0.0,'1',3.11787366867,3.1178736686706543,0.0,7.0
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,1.0,'3',2.34973502159,2.3497350215911865,0.0,'1',4.99421167374,4.994211673736572,0.0,8.0
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,1.0,'3',0.916867315769,0.9168673157691956,0.0,'1',2.08480334282,2.084803342819214,0.0,9.0
0.25,Stim\\05_075.jpg,En75_22,Enojo,22,Enrique corre todas las mañanas.,Afirmación,En75,75,1.0,'2',4.03246498108,4.032464981079102,0.0,'1',3.21908998489,3.219089984893799,0.0,10.0
0.25,Stim\\02_028.jpg,Al28_26,Alegría,26,Víctor trae el café a Marco.,Afirmación,Al28,28,1.0,'4',1.06680393219,1.0668039321899414,0.0,'1',3.73887062073,3.738870620727539,0.0,11.0
2.5,Stim\\03_075.jpg,Tr75_28,Tristeza,28,Antonio responde la pregunta.,Afirmación,Tr75,75,1.0,'4',3.61593151093,3.615931510925293,0.0,'1',2.92048192024,2.9204819202423096,0.0,12.0
0.25,Stim\\05_075.jpg,En75_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En75,75,1.0,'2',0.866486668587,0.866486668586731,0.0,'1',1.93088626862,1.9308862686157227,0.0,13.0
2.5,Stim\\02_078.jpg,Al78_28,Alegría,28,Antonio responde la pregunta.,Afirmación,Al78,78,1.0,'2',8.84777069092,8.847770690917969,0.0,'1',3.12156009674,3.1215600967407227,0.0,14.0
2.5,Stim\\02_028.jpg,Al28_18,Alegría,18,Sofía escucha la música.,Afirmación,Al28,28,1.0,'3',2.69993710518,2.699937105178833,0.0,'1',27.9004497528,27.900449752807617,0.0,15.0
2.5,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,1.0,'3',0.965643286705,0.9656432867050171,0.0,'1',1.73366546631,1.7336654663085938,0.0,16.0
2.5,Stim\\05_028.jpg,En28_28,Enojo,28,Antonio responde la pregunta.,Afirmación,En28,28,1.0,'2',1.26699852943,1.266998529434204,0.0,'1',3.07177782059,3.071777820587158,0.0,17.0
0.25,Stim\\03_078.jpg,Tr78_30,Tristeza,30,Marisol toma 2 litros de agua cada día.,Afirmación,Tr78,78,1.0,'4',1.41667771339,1.416677713394165,0.0,'1',2.64104342461,2.6410434246063232,0.0,18.0
0.25,Stim\\03_019.jpg,Tr19_20,Tristeza,20,Karen analiza la idea.,Afirmación,Tr19,19,1.0,'3',3.76566505432,3.765665054321289,0.0,'1',1.9529582262,1.9529582262039185,0.0,19.0
0.25,Stim\\05_028.jpg,En28_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En28,28,1.0,'2',1.16672050953,1.1667205095291138,0.0,'1',2.19915342331,2.199153423309326,0.0,20.0
0.25,Stim\\05_019.jpg,En19_26,Enojo,26,Víctor trae el café a Marco.,Afirmación,En19,19,1.0,'4',0.966829419136,0.9668294191360474,0.0,'1',2.13839840889,2.1383984088897705,0.0,21.0
0.25,Stim\\02_028.jpg,Al28_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al28,28,1.0,'3',2.69961261749,2.699612617492676,0.0,'1',3.98123884201,3.981238842010498,0.0,22.0
2.5,Stim\\02_075.jpg,Al75_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al75,75,1.0,'3',0.700129389763,0.7001293897628784,0.0,'1',1.73334240913,1.7333424091339111,0.0,23.0
2.5,Stim\\05_075.jpg,En75_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En75,75,1.0,'2',3.56603956223,3.566039562225342,0.0,'1',1.846965909,1.8469659090042114,0.0,24.0
2.5,Stim\\03_075.jpg,Tr75_27,Tristeza,27,Claudia informa los avances en el reporte.,Afirmación,Tr75,75,1.0,'4',1.88297510147,1.8829751014709473,0.0,'1',3.22727513313,3.2272751331329346,0.0,25.0
2.5,Stim\\03_028.jpg,Tr28_24,Tristeza,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Tr28,28,1.0,'4',1.10021018982,1.100210189819336,0.0,'1',1.62506043911,1.6250604391098022,0.0,26.0
0.25,Stim\\05_028.jpg,En28_24,Enojo,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,En28,28,1.0,'3',3.24940371513,3.249403715133667,0.0,'1',7.24784469604,7.247844696044922,0.0,27.0
0.25,Stim\\03_028.jpg,Tr28_17,Tristeza,17,Brenda sube el autobús en las mañanas.,Afirmación,Tr28,28,1.0,'4',0.800219535828,0.8002195358276367,0.0,'1',1.33110308647,1.3311030864715576,0.0,28.0
