Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,0,0,0,,,,,,,,,1,2.28197925303,3,1.41665290735,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,,,,,0,1,1,1,,,,,,,,,1,2.09716828818,3,0.95026386649,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,1.95628910807,3,1.51667896824,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,2.45189445697,3,1.21670877761,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,,,,,0,4,4,4,,,,,,,,,1,2.59777429308,3,0.700284617025,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,2.81920035914,3,0.649986657182,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,1,1.82951315227,3,0.80034637776,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,7,7,7,,,,,,,,,1,2.10204042472,3,0.550233253872,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,8,8,8,,,,,,,,,1,1.87986733937,3,0.800206255863,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,,,,,0,9,9,9,,,,,,,,,1,1.83087287017,3,0.500356552216,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_075.jpg,En75_22,Enojo,22,Enrique corre todas las mañanas.,Afirmación,En75,75,,,,,0,10,10,10,,,,,,,,,1,2.40279601197,3,0.550285464897,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_028.jpg,Al28_26,Alegría,26,Víctor trae el café a Marco.,Afirmación,Al28,28,,,,,0,11,11,11,,,,,,,,,1,0.95547247408,3,0.666350128028,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\03_075.jpg,Tr75_28,Tristeza,28,Antonio responde la pregunta.,Afirmación,Tr75,75,,,,,0,12,12,12,,,,,,,,,1,0.972511564519,3,0.483718192553,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_075.jpg,En75_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En75,75,,,,,0,13,13,13,,,,,,,,,1,2.56612013177,3,0.433646034238,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_078.jpg,Al78_28,Alegría,28,Antonio responde la pregunta.,Afirmación,Al78,78,,,,,0,14,14,14,,,,,,,,,1,1.02163455317,3,0.500168681775,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_028.jpg,Al28_18,Alegría,18,Sofía escucha la música.,Afirmación,Al28,28,,,,,0,15,15,15,,,,,,,,,1,1.19106290045,3,0.483705697607,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,16,16,16,,,,,,,,,1,1.64864300421,3,0.433849523362,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\05_028.jpg,En28_28,Enojo,28,Antonio responde la pregunta.,Afirmación,En28,28,,,,,0,17,17,17,,,,,,,,,1,0.972138501124,3,0.400419294697,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\03_078.jpg,Tr78_30,Tristeza,30,Marisol toma 2 litros de agua cada día.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,1,1.2159327522,3,0.400417955952,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\03_019.jpg,Tr19_20,Tristeza,20,Karen analiza la idea.,Afirmación,Tr19,19,,,,,0,19,19,19,,,,,,,,,1,1.17435180235,3,0.399933330536,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_028.jpg,En28_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En28,28,,,,,0,20,20,20,,,,,,,,,1,1.11417614126,3,0.483760586119,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_019.jpg,En19_26,Enojo,26,Víctor trae el café a Marco.,Afirmación,En19,19,,,,,0,21,21,21,,,,,,,,,1,1.28702944256,3,0.333607924652,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_028.jpg,Al28_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al28,28,,,,,0,22,22,22,,,,,,,,,1,0.91850796062,3,0.333778391418,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_075.jpg,Al75_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al75,75,,,,,0,23,23,23,,,,,,,,,1,1.38182726094,3,0.450357132338,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\05_075.jpg,En75_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En75,75,,,,,0,24,24,24,,,,,,,,,1,1.42875337029,3,0.433640233013,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\03_075.jpg,Tr75_27,Tristeza,27,Claudia informa los avances en el reporte.,Afirmación,Tr75,75,,,,,0,25,25,25,,,,,,,,,1,1.84245434659,3,0.433864249549,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\03_028.jpg,Tr28_24,Tristeza,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Tr28,28,,,,,0,26,26,26,,,,,,,,,1,1.37406477559,3,0.450274130195,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_028.jpg,En28_24,Enojo,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,En28,28,,,,,0,27,27,27,,,,,,,,,1,1.28327069498,3,0.350337318924,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\03_028.jpg,Tr28_17,Tristeza,17,Brenda sube el autobús en las mañanas.,Afirmación,Tr28,28,,,,,0,28,28,28,,,,,,,,,1,0.898720874504,3,0.300426256166,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_028.jpg,Al28_28,Alegría,28,Antonio responde la pregunta.,Afirmación,Al28,28,,,,,0,29,29,29,,,,,,,,,1,0.754733576508,3,0.300379846365,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_028.jpg,Al28_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al28,28,,,,,0,30,30,30,,,,,,,,,1,1.30754525179,3,0.35030786655,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_078.jpg,Al78_29,Alegría,29,Miriam mira la película.,Afirmación,Al78,78,,,,,0,31,31,31,,,,,,,,,1,0.708487102985,3,0.300326296596,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,,,,,0,32,32,32,,,,,,,,,1,0.899259049687,3,0.350357846335,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\03_019.jpg,Tr19_21,Tristeza,21,Mauro anuncia la actividad.,Afirmación,Tr19,19,,,,,0,33,33,33,,,,,,,,,1,0.823484786956,3,0.233601944928,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\02_028.jpg,Al28_25,Alegría,25,Luis decide la comida siguiente.,Afirmación,Al28,28,,,,,0,34,34,34,,,,,,,,,1,0.696723111098,3,0.250271988205,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\03_078.jpg,Tr78_26,Tristeza,26,Víctor trae el café a Marco.,Afirmación,Tr78,78,,,,,0,35,35,35,,,,,,,,,1,0.822622635666,3,0.283610289767,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\05_078.jpg,En78_20,Enojo,20,Karen analiza la idea.,Afirmación,En78,78,,,,,0,36,36,36,,,,,,,,,1,0.676142149649,3,0.333867194786,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\02_078.jpg,Al78_23,Alegría,23,Óscar consigue un nuevo departamento.,Afirmación,Al78,78,,,,,0,37,37,37,,,,,,,,,1,1.18269262522,3,0.333699405509,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
0.25,Stim\\03_078.jpg,Tr78_21,Tristeza,21,Mauro anuncia la actividad.,Afirmación,Tr78,78,,,,,0,38,38,38,,,,,,,,,1,1.07291247379,3,0.400180998222,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\03_075.jpg,Tr75_18,Tristeza,18,Sofía escucha la música.,Afirmación,Tr75,75,,,,,0,39,39,39,,,,,,,,,1,0.874890780782,3,0.333891738431,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
2.5,Stim\\03_019.jpg,Tr19_19,Tristeza,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,Tr19,19,,,,,0,40,40,40,,,,,,,,,1,0.863071454135,3,0.45028707139,,,,,,,,,2018_may._29_1246,59.9917009336,Experimento Piloto1,001,129,
