Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
0.25,Stim\\03_028.jpg,Tr28_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr28,28,,,,,0,0,0,0,,,,,,,,,1,4.13804448911,2,3.36571202388,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
2.5,Stim\\05_075.jpg,En75_12,Enojo,12,Ana compra el libro.,Afirmación,En75,75,,,,,0,1,1,1,,,,,,,,,1,2.50905793544,2,1.58278742367,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
0.25,Stim\\02_078.jpg,Al78_11,Alegría,11,María asiste a la cena.,Afirmación,Al78,78,,,,,0,2,2,2,,,,,,,,,1,3.00760763048,4,2.81593175623,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
0.25,Stim\\02_078.jpg,Al78_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al78,78,,,,,0,3,3,3,,,,,,,,,1,3.31672161463,4,1.31677471811,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
0.25,Stim\\05_028.jpg,En28_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En28,28,,,,,0,4,4,4,,,,,,,,,1,3.68242158982,2,2.0833876268,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
0.25,Stim\\02_019.jpg,Al19_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,2.96526229546,3,5.14894765872,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
2.5,Stim\\05_078.jpg,En78_1,Enojo,1,Juan colecciona monedas antiguas.,Afirmación,En78,78,,,,,0,6,6,6,,,,,,,,,1,3.8005687873,2,4.18243274601,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
2.5,Stim\\02_078.jpg,Al78_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al78,78,,,,,0,7,7,7,,,,,,,,,1,5.48043917912,4,7.31487370298,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
0.25,Stim\\02_075.jpg,Al75_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al75,75,,,,,0,8,8,8,,,,,,,,,1,3.8318677072,3,1.21659702228,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
2.5,Stim\\02_075.jpg,Al75_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al75,75,,,,,0,9,9,9,,,,,,,,,1,2.45668006005,4,1.3669008277,,,,,,,,,2018_may._10_1821,60.0193912642,Experimento Piloto1,001,118,
