Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
2.5,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,0,0,0,,,,,,,,,1,2.02836618014,3,1.06676088443,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
2.5,Stim\\05_019.jpg,En19_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En19,19,,,,,0,1,1,1,,,,,,,,,1,1.31517670516,2,1.6331955618,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
0.25,Stim\\02_075.jpg,Al75_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,1.93195124476,3,1.16672572011,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
2.5,Stim\\02_075.jpg,Al75_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,1.47465536292,4,1.51660978496,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
0.25,Stim\\05_075.jpg,En75_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En75,75,,,,,0,4,4,4,,,,,,,,,1,4.14774368247,2,1.66660478699,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
2.5,Stim\\02_019.jpg,Al19_29,Alegría,29,Miriam mira la película.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,1.48705123102,3,1.56664486003,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
2.5,Stim\\02_078.jpg,Al78_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al78,78,,,,,0,6,6,6,,,,,,,,,1,2.55762485564,3,1.36662549288,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
0.25,Stim\\05_028.jpg,En28_20,Enojo,20,Karen analiza la idea.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,1,1.27356857131,2,1.93329534278,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
0.25,Stim\\03_078.jpg,Tr78_27,Tristeza,27,Claudia informa los avances en el reporte.,Afirmación,Tr78,78,,,,,0,8,8,8,,,,,,,,,1,3.06099982686,2,1.51678783779,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
0.25,Stim\\02_019.jpg,Al19_30,Alegría,30,Marisol toma 2 litros de agua cada día.,Afirmación,Al19,19,,,,,0,9,9,9,,,,,,,,,1,2.0491631071,3,1.31673767955,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
2.5,Stim\\02_019.jpg,Al19_19,Alegría,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,Al19,19,,,,,0,10,10,10,,,,,,,,,1,1.26513359763,3,0.816855935183,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
0.25,Stim\\02_028.jpg,Al28_30,Alegría,30,Marisol toma 2 litros de agua cada día.,Afirmación,Al28,28,,,,,0,11,11,11,,,,,,,,,1,1.51514430758,3,1.01670528197,,,,,,,,,2018_may._18_1050,60.0489844043,Experimento Piloto1,001,123,
