Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,0,0,0,,,,,,,,,1,4.49924584075,3,1.31676875335,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,,,,,0,1,1,1,,,,,,,,,1,2.69639110253,3,0.766850104377,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,3.27270978792,3,0.450288856382,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,2.13496907055,3,0.966808067808,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,,,,,0,4,4,4,,,,,,,,,1,3.06473497773,3,0.383714890317,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,2.30257315568,3,0.500299432461,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,1,3.21454759816,3,0.766911686612,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,7,7,7,,,,,,,,,1,5.83399928422,2,3.14947882687,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,8,8,8,,,,,,,,,1,1.94751408582,3,0.800269176842,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,,,,,0,9,9,9,,,,,,,,,1,1.9850542593,3,0.75033580168,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\05_075.jpg,En75_22,Enojo,22,Enrique corre todas las mañanas.,Afirmación,En75,75,,,,,0,10,10,10,,,,,,,,,1,1.38714966179,3,0.850149002234,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\02_028.jpg,Al28_26,Alegría,26,Víctor trae el café a Marco.,Afirmación,Al28,28,,,,,0,11,11,11,,,,,,,,,1,2.87179203412,2,1.76664215277,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\03_075.jpg,Tr75_28,Tristeza,28,Antonio responde la pregunta.,Afirmación,Tr75,75,,,,,0,12,12,12,,,,,,,,,1,2.67166003393,3,0.500263286367,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\05_075.jpg,En75_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En75,75,,,,,0,13,13,13,,,,,,,,,1,2.4000462313,2,2.08312173737,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\02_078.jpg,Al78_28,Alegría,28,Antonio responde la pregunta.,Afirmación,Al78,78,,,,,0,14,14,14,,,,,,,,,1,2.07749722657,3,0.483731133746,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\02_028.jpg,Al28_18,Alegría,18,Sofía escucha la música.,Afirmación,Al28,28,,,,,0,15,15,15,,,,,,,,,1,1.85722694303,3,0.65012677908,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,16,16,16,,,,,,,,,1,2.81968186082,3,0.383662233043,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\05_028.jpg,En28_28,Enojo,28,Antonio responde la pregunta.,Afirmación,En28,28,,,,,0,17,17,17,,,,,,,,,1,2.57117389127,2,0.35012668983,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\03_078.jpg,Tr78_30,Tristeza,30,Marisol toma 2 litros de agua cada día.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,1,1.88154210842,3,0.283653575831,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\03_019.jpg,Tr19_20,Tristeza,20,Karen analiza la idea.,Afirmación,Tr19,19,,,,,0,19,19,19,,,,,,,,,1,3.22472294688,3,0.350401132399,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\05_028.jpg,En28_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En28,28,,,,,0,20,20,20,,,,,,,,,1,3.06352519918,2,1.10010772429,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\05_019.jpg,En19_26,Enojo,26,Víctor trae el café a Marco.,Afirmación,En19,19,,,,,0,21,21,21,,,,,,,,,1,2.05514376774,2,1.0002200003,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
0.25,Stim\\02_028.jpg,Al28_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al28,28,,,,,0,22,22,22,,,,,,,,,1,1.7356305887,2,1.26677558095,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\02_075.jpg,Al75_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al75,75,,,,,0,23,23,23,,,,,,,,,1,2.29956187364,3,0.500152616843,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\05_075.jpg,En75_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En75,75,,,,,0,24,24,24,,,,,,,,,1,1.38184689585,3,0.850313221527,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
2.5,Stim\\03_075.jpg,Tr75_27,Tristeza,27,Claudia informa los avances en el reporte.,Afirmación,Tr75,75,,,,,0,25,25,25,,,,,,,,,1,2.29466385471,3,0.350186933321,,,,,,,,,2018_may._25_1416,60.0063195383,Experimento Piloto1,001,126,
