Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,date,frameRate,expName,session,participant,
2.5,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,0,0,0,,,,,,,,,1,9.70478938932,3,4.3493617777,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
2.5,Stim\\05_019.jpg,En19_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En19,19,,,,,0,1,1,1,,,,,,,,,1,8.95844906003,3,3.76610014137,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
0.25,Stim\\02_075.jpg,Al75_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,5.65308767145,3,3.78207890359,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
2.5,Stim\\02_075.jpg,Al75_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,11.7651982764,2,11.2136567612,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
0.25,Stim\\05_075.jpg,En75_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En75,75,,,,,0,4,4,4,,,,,,,,,1,7.21050001071,3,4.49951046717,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
2.5,Stim\\02_019.jpg,Al19_29,Alegría,29,Miriam mira la película.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,6.71452872759,3,2.89919238239,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
2.5,Stim\\02_078.jpg,Al78_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al78,78,,,,,0,6,6,6,,,,,,,,,1,9.88593527992,3,5.56563666936,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
0.25,Stim\\05_028.jpg,En28_20,Enojo,20,Karen analiza la idea.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,1,6.82047487809,3,2.38305163255,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
0.25,Stim\\03_078.jpg,Tr78_27,Tristeza,27,Claudia informa los avances en el reporte.,Afirmación,Tr78,78,,,,,0,8,8,8,,,,,,,,,1,10.3646872345,3,1.36678057862,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
0.25,Stim\\02_019.jpg,Al19_30,Alegría,30,Marisol toma 2 litros de agua cada día.,Afirmación,Al19,19,,,,,0,9,9,9,,,,,,,,,1,11.2093107628,3,1.93334633399,,,,,,,,,2018_jun._11_1154,60.0898299131,Experimento Piloto1,001,131,
