Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,n,Resp_Bloque3.keys_raw,Resp_Bloque3.rt_mean,Resp_Bloque3.rt_raw,Resp_Bloque3.rt_std,Sig_B3.keys_raw,Sig_B3.rt_mean,Sig_B3.rt_raw,Sig_B3.rt_std,order
0.25,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,1.0,'3',1.41630530357,1.4163053035736084,0.0,'1',2.69077706337,2.690777063369751,0.0,0.0
2.5,Stim\\03_019.jpg,Tr19_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr19,19,1.0,'3',0.649903535843,0.6499035358428955,0.0,'1',2.40961837769,2.409618377685547,0.0,1.0
2.5,Stim\\02_075.jpg,Al75_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al75,75,1.0,'3',2.39971613884,2.3997161388397217,0.0,'1',1.21838116646,1.2183811664581299,0.0,2.0
2.5,Stim\\03_075.jpg,Tr75_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr75,75,1.0,'3',3.21632695198,3.216326951980591,0.0,'1',1.78384292126,1.783842921257019,0.0,3.0
0.25,Stim\\03_019.jpg,Tr19_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr19,19,1.0,'3',0.916519105434,0.9165191054344177,0.0,'1',2.60076975822,2.6007697582244873,0.0,4.0
2.5,Stim\\05_075.jpg,En75_11,Enojo,11,María asiste a la cena.,Afirmación,En75,75,1.0,'2',0.966735780239,0.9667357802391052,0.0,'1',1.37424957752,1.3742495775222778,0.0,5.0
0.25,Stim\\05_028.jpg,En28_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En28,28,1.0,'4',2.2331430912,2.2331430912017822,0.0,'1',1.68185126781,1.6818512678146362,0.0,6.0
2.5,Stim\\05_028.jpg,En28_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En28,28,1.0,'2',5.71536970139,5.715369701385498,0.0,'1',1.323523283,1.3235232830047607,0.0,7.0
2.5,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,1.0,'4',1.20034599304,1.2003459930419922,0.0,'1',3.14960670471,3.149606704711914,0.0,8.0
2.5,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,1.0,'2',1.05010426044,1.0501042604446411,0.0,'1',0.983586549759,0.9835865497589111,0.0,9.0
0.25,Stim\\03_078.jpg,Tr78_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr78,78,1.0,'3',0.383864939213,0.3838649392127991,0.0,'1',1.3351329565,1.3351329565048218,0.0,10.0
0.25,Stim\\02_075.jpg,Al75_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al75,75,1.0,'3',1.83326804638,1.8332680463790894,0.0,'1',2.25110125542,2.25110125541687,0.0,11.0
0.25,Stim\\05_078.jpg,En78_11,Enojo,11,María asiste a la cena.,Afirmación,En78,78,1.0,'2',3.71595168114,3.715951681137085,0.0,'1',1.94077312946,1.9407731294631958,0.0,12.0
