Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
2.5,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,0,0,0,,,,,,,,,1,3.91459533367,3,0.5503554809,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
2.5,Stim\\05_078.jpg,En78_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En78,78,,,,,0,1,1,1,,,,,,,,,1,2.24640279744,2,0.500281136039,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
2.5,Stim\\02_075.jpg,Al75_21,Alegría,21,Mauro anuncia la actividad.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,4.92153448513,3,0.600265160374,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\02_075.jpg,Al75_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,2.75077290098,3,0.600372706063,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\05_078.jpg,En78_30,Enojo,30,Marisol toma 2 litros de agua cada día.,Afirmación,En78,78,,,,,0,4,4,4,,,,,,,,,1,4.9143503437,2,0.650293541727,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\02_019.jpg,Al19_22,Alegría,22,Enrique corre todas las mañanas.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,3.68498751399,3,0.283718028586,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
2.5,Stim\\05_028.jpg,En28_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,1,5.13088890753,4,0.499971440146,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\03_019.jpg,Tr19_16,Tristeza,16,Valeria modifica algunas imágenes.,Afirmación,Tr19,19,,,,,0,7,7,7,,,,,,,,,1,2.49254052375,3,0.283616730361,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,8,8,8,,,,,,,,,1,2.54586756797,3,0.250376633045,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\02_078.jpg,Al78_16,Alegría,16,Valeria modifica algunas imágenes.,Afirmación,Al78,78,,,,,0,9,9,9,,,,,,,,,1,1.00175955461,3,0.300575927256,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\05_075.jpg,En75_22,Enojo,22,Enrique corre todas las mañanas.,Afirmación,En75,75,,,,,0,10,10,10,,,,,,,,,1,2.8524825651,2,0.716611302203,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
0.25,Stim\\02_028.jpg,Al28_26,Alegría,26,Víctor trae el café a Marco.,Afirmación,Al28,28,,,,,0,11,11,11,,,,,,,,,1,4.70499190507,3,2.54959418236,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
2.5,Stim\\03_075.jpg,Tr75_28,Tristeza,28,Antonio responde la pregunta.,Afirmación,Tr75,75,,,,,0,12,12,12,,,,,,,,,1,3.8345817856,4,0.300299699942,,,,,,,,,2018_may._18_1500,60.0288771907,Experimento Piloto1,001,124,
