Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Sig_B2.keys,Sig_B2.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,Sig_B3.keys,Sig_B3.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Sig_B1.keys,Sig_B1.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
2.5,Stim\\02_078.jpg,Al78_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al78,78,,,,,0,0,0,0,,,,,,,,,1,4.01046853371,3,0.600136730412,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
2.5,Stim\\05_019.jpg,En19_23,Enojo,23,Óscar consigue un nuevo departamento.,Afirmación,En19,19,,,,,0,1,1,1,,,,,,,,,1,4.61089532537,2,1.46674871681,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
0.25,Stim\\02_075.jpg,Al75_17,Alegría,17,Brenda sube el autobús en las mañanas.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,1,2.29602178762,3,0.650204426245,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
2.5,Stim\\02_075.jpg,Al75_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al75,75,,,,,0,3,3,3,,,,,,,,,1,5.82238790918,3,1.26685456686,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
0.25,Stim\\05_075.jpg,En75_19,Enojo,19,Armando acompaña a Rodrígo a la tienda.,Afirmación,En75,75,,,,,0,4,4,4,,,,,,,,,1,3.21479258835,2,0.750192556047,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
2.5,Stim\\02_019.jpg,Al19_29,Alegría,29,Miriam mira la película.,Afirmación,Al19,19,,,,,0,5,5,5,,,,,,,,,1,3.33998213223,3,0.450326787469,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
2.5,Stim\\02_078.jpg,Al78_24,Alegría,24,Guadalupe comenta los resultados con los compañeros.,Afirmación,Al78,78,,,,,0,6,6,6,,,,,,,,,1,2.80739709742,3,0.750213975954,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
0.25,Stim\\05_028.jpg,En28_20,Enojo,20,Karen analiza la idea.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,1,1.83972152335,2,1.83316078408,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
0.25,Stim\\03_078.jpg,Tr78_27,Tristeza,27,Claudia informa los avances en el reporte.,Afirmación,Tr78,78,,,,,0,8,8,8,,,,,,,,,1,2.49397341968,2,0.900256860395,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
0.25,Stim\\02_019.jpg,Al19_30,Alegría,30,Marisol toma 2 litros de agua cada día.,Afirmación,Al19,19,,,,,0,9,9,9,,,,,,,,,1,4.59449526218,3,0.449962202787,,,,,,,,,2018_may._29_1114,60.0592309094,Experimento Piloto1,001,128,
