Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Resp_Bloque2.keys,Resp_Bloque2.rt,Resp_Bloque3.keys,Resp_Bloque3.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,date,frameRate,expName,session,participant,
0.25,Stim\\03_078.jpg,Tr78_10,Tristeza,10,Laura finaliza la obra.,Afirmación,Tr78,78,,,,,0,10,10,10,,,,,,,,,4,1.93311193498,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_019.jpg,Al19_6,Alegría,6,Eduardo camina hacia la biblioteca.,Afirmación,Al19,19,,,,,0,11,11,11,,,,,,,,,3,0.850279886546,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En19,19,,,,,0,12,12,12,,,,,,,,,3,1.63341466941,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En19,19,,,,,0,13,13,13,,,,,,,,,3,2.71601422281,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_028.jpg,Al28_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al28,28,,,,,0,14,14,14,,,,,,,,,3,2.91664584177,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_019.jpg,Al19_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al19,19,,,,,0,15,15,15,,,,,,,,,3,1.43308426763,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_028.jpg,En28_11,Enojo,11,María asiste a la cena.,Afirmación,En28,28,,,,,0,16,16,16,,,,,,,,,2,1.51685879117,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr28,28,,,,,0,17,17,17,,,,,,,,,4,0.800517022564,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_078.jpg,Tr78_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,4,3.73257982925,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_019.jpg,Al19_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al19,19,,,,,0,19,19,19,,,,,,,,,3,0.650288633,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_019.jpg,Al19_10,Alegría,10,Laura finaliza la obra.,Afirmación,Al19,19,,,,,0,20,20,20,,,,,,,,,3,1.56670287223,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_019.jpg,Tr19_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr19,19,,,,,0,21,21,21,,,,,,,,,2,1.51657944012,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_075.jpg,En75_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En75,75,,,,,0,22,22,22,,,,,,,,,2,1.73305329804,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_078.jpg,En78_10,Enojo,10,Laura finaliza la obra.,Afirmación,En78,78,,,,,0,23,23,23,,,,,,,,,4,0.450130482822,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_075.jpg,En75_14,Enojo,14,Elizabeth elige la ropa un día antes.,Afirmación,En75,75,,,,,0,24,24,24,,,,,,,,,3,0.966096332379,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_7,Enojo,7,Roberto contesta los cuestionarios solicitados.,Afirmación,En19,19,,,,,0,25,25,25,,,,,,,,,4,1.01643619461,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_078.jpg,Al78_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al78,78,,,,,0,26,26,26,,,,,,,,,3,1.36691198389,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr28,28,,,,,0,27,27,27,,,,,,,,,2,0.800149314474,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_019.jpg,Tr19_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr19,19,,,,,0,28,28,28,,,,,,,,,2,1.26666511967,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_019.jpg,Al19_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al19,19,,,,,0,29,29,29,,,,,,,,,3,0.70035806914,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_028.jpg,Al28_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al28,28,,,,,0,30,30,30,,,,,,,,,3,1.51671465317,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_075.jpg,Tr75_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr75,75,,,,,0,31,31,31,,,,,,,,,4,1.2168330873,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_078.jpg,En78_8,Enojo,8,Estefanía despierta a las 7 a.m.,Afirmación,En78,78,,,,,0,32,32,32,,,,,,,,,2,2.54955937504,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_028.jpg,Al28_12,Alegría,12,Ana compra el libro.,Afirmación,Al28,28,,,,,0,33,33,33,,,,,,,,,3,0.650428308525,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_075.jpg,En75_1,Enojo,1,Juan colecciona monedas antiguas.,Afirmación,En75,75,,,,,0,34,34,34,,,,,,,,,4,2.69979535081,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr28,28,,,,,0,35,35,35,,,,,,,,,2,0.866838799273,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_078.jpg,Tr78_3,Tristeza,3,Andrea diseña la portada del libro.,Afirmación,Tr78,78,,,,,0,36,36,36,,,,,,,,,4,4.19912553304,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_078.jpg,En78_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En78,78,,,,,0,37,37,37,,,,,,,,,2,0.600119237381,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_019.jpg,Tr19_7,Tristeza,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Tr19,19,,,,,0,38,38,38,,,,,,,,,3,0.550338077244,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_078.jpg,Al78_2,Alegría,2,Jonathan pasea al perro.,Afirmación,Al78,78,,,,,0,39,39,39,,,,,,,,,3,1.1168334443,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_078.jpg,Al78_5,Alegría,5,Emilio revisa el formato del archivo.,Afirmación,Al78,78,,,,,0,40,40,40,,,,,,,,,3,0.550143513254,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_11,Enojo,11,María asiste a la cena.,Afirmación,En19,19,,,,,0,41,41,41,,,,,,,,,4,0.900346645199,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_028.jpg,Al28_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al28,28,,,,,0,42,42,42,,,,,,,,,3,0.450390198973,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_019.jpg,Tr19_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr19,19,,,,,0,43,43,43,,,,,,,,,2,0.600170109616,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_075.jpg,Al75_12,Alegría,12,Ana compra el libro.,Afirmación,Al75,75,,,,,0,44,44,44,,,,,,,,,3,1.51666244219,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_028.jpg,En28_12,Enojo,12,Ana compra el libro.,Afirmación,En28,28,,,,,0,45,45,45,,,,,,,,,2,2.54991949692,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_028.jpg,Al28_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al28,28,,,,,0,46,46,46,,,,,,,,,3,0.650331472778,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_075.jpg,Tr75_6,Tristeza,6,Eduardo camina hacia la biblioteca.,Afirmación,Tr75,75,,,,,0,47,47,47,,,,,,,,,4,1.36633900187,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_028.jpg,En28_8,Enojo,8,Estefanía despierta a las 7 a.m.,Afirmación,En28,28,,,,,0,48,48,48,,,,,,,,,2,3.00004997974,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_7,Enojo,7,Roberto contesta los cuestionarios solicitados.,Afirmación,En19,19,,,,,0,49,49,49,,,,,,,,,2,0.600311123884,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_019.jpg,Al19_10,Alegría,10,Laura finaliza la obra.,Afirmación,Al19,19,,,,,0,50,50,50,,,,,,,,,3,0.450292916978,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_028.jpg,En28_14,Enojo,14,Elizabeth elige la ropa un día antes.,Afirmación,En28,28,,,,,0,51,51,51,,,,,,,,,2,1.10017412585,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_028.jpg,Tr28_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr28,28,,,,,0,52,52,52,,,,,,,,,4,0.600215180632,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_075.jpg,Al75_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al75,75,,,,,0,53,53,53,,,,,,,,,3,0.449923423898,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_028.jpg,Al28_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al28,28,,,,,0,54,54,54,,,,,,,,,3,0.433799156413,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_3,Tristeza,3,Andrea diseña la portada del libro.,Afirmación,Tr28,28,,,,,0,55,55,55,,,,,,,,,4,0.700246507219,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_078.jpg,Al78_11,Alegría,11,María asiste a la cena.,Afirmación,Al78,78,,,,,0,56,56,56,,,,,,,,,3,1.3167363408,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_019.jpg,Tr19_12,Tristeza,12,Ana compra el libro.,Afirmación,Tr19,19,,,,,0,57,57,57,,,,,,,,,2,2.69965879902,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_078.jpg,Al78_14,Alegría,14,Elizabeth elige la ropa un día antes.,Afirmación,Al78,78,,,,,0,58,58,58,,,,,,,,,2,4.3991431152,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_019.jpg,Tr19_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr19,19,,,,,0,59,59,59,,,,,,,,,3,4.64922745601,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_078.jpg,Tr78_1,Tristeza,1,Juan colecciona monedas antiguas.,Afirmación,Tr78,78,,,,,0,60,60,60,,,,,,,,,4,2.14936936278,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_078.jpg,Tr78_4,Tristeza,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Tr78,78,,,,,0,61,61,61,,,,,,,,,4,1.2167366978,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_14,Enojo,14,Elizabeth elige la ropa un día antes.,Afirmación,En19,19,,,,,0,62,62,62,,,,,,,,,2,2.13303759012,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_075.jpg,Al75_15,Alegría,15,Ángel envía una carta a la abuela.,Afirmación,Al75,75,,,,,0,63,63,63,,,,,,,,,3,0.350128608582,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_028.jpg,Tr28_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr28,28,,,,,0,64,64,64,,,,,,,,,4,2.18316548471,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_028.jpg,En28_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En28,28,,,,,0,65,65,65,,,,,,,,,2,1.51673562681,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_078.jpg,En78_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En78,78,,,,,0,66,66,66,,,,,,,,,2,0.666600770759,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_075.jpg,En75_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En75,75,,,,,0,67,67,67,,,,,,,,,2,1.26668653956,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_075.jpg,En75_7,Enojo,7,Roberto contesta los cuestionarios solicitados.,Afirmación,En75,75,,,,,0,68,68,68,,,,,,,,,2,0.700222409845,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_078.jpg,Tr78_14,Tristeza,14,Elizabeth elige la ropa un día antes.,Afirmación,Tr78,78,,,,,0,69,69,69,,,,,,,,,4,3.26597879074,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_019.jpg,Tr19_5,Tristeza,5,Emilio revisa el formato del archivo.,Afirmación,Tr19,19,,,,,0,70,70,70,,,,,,,,,3,1.31680907918,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_028.jpg,En28_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En28,28,,,,,0,71,71,71,,,,,,,,,2,2.13345661669,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_075.jpg,En75_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En75,75,,,,,0,72,72,72,,,,,,,,,2,0.600412422107,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En19,19,,,,,0,73,73,73,,,,,,,,,2,0.750296308461,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_078.jpg,En78_10,Enojo,10,Laura finaliza la obra.,Afirmación,En78,78,,,,,0,74,74,74,,,,,,,,,2,0.900325671558,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En19,19,,,,,0,75,75,75,,,,,,,,,2,1.36677900208,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_078.jpg,Al78_6,Alegría,6,Eduardo camina hacia la biblioteca.,Afirmación,Al78,78,,,,,0,76,76,76,,,,,,,,,3,0.85020982566,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_078.jpg,En78_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En78,78,,,,,0,77,77,77,,,,,,,,,2,0.700244275981,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_028.jpg,En28_2,Enojo,2,Jonathan pasea al perro.,Afirmación,En28,28,,,,,0,78,78,78,,,,,,,,,2,1.05040189066,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_6,Enojo,6,Eduardo camina hacia la biblioteca.,Afirmación,En19,19,,,,,0,79,79,79,,,,,,,,,2,1.58340279922,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_019.jpg,Tr19_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr19,19,,,,,0,80,80,80,,,,,,,,,3,0.750376633043,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_028.jpg,En28_11,Enojo,11,María asiste a la cena.,Afirmación,En28,28,,,,,0,81,81,81,,,,,,,,,2,0.700221071102,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_078.jpg,Al78_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al78,78,,,,,0,82,82,82,,,,,,,,,3,1.7338025479,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En19,19,,,,,0,83,83,83,,,,,,,,,2,0.817003196918,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_078.jpg,Tr78_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr78,78,,,,,0,84,84,84,,,,,,,,,4,2.54981284372,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_028.jpg,En28_5,Enojo,5,Emilio revisa el formato del archivo.,Afirmación,En28,28,,,,,0,85,85,85,,,,,,,,,2,1.1002606979,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_10,Tristeza,10,Laura finaliza la obra.,Afirmación,Tr28,28,,,,,0,86,86,86,,,,,,,,,4,0.916771237373,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_11,Enojo,11,María asiste a la cena.,Afirmación,En19,19,,,,,0,87,87,87,,,,,,,,,2,1.3829541418,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_028.jpg,Tr28_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr28,28,,,,,0,88,88,88,,,,,,,,,4,0.966764365159,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_8,Enojo,8,Estefanía despierta a las 7 a.m.,Afirmación,En19,19,,,,,0,89,89,89,,,,,,,,,2,0.750020527393,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,,,,,0,90,90,90,,,,,,,,,4,1.00041010162,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\02_075.jpg,Al75_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al75,75,,,,,0,91,91,91,,,,,,,,,3,1.15012262886,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_028.jpg,En28_12,Enojo,12,Ana compra el libro.,Afirmación,En28,28,,,,,0,92,92,92,,,,,,,,,2,1.31664218254,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_7,Tristeza,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Tr28,28,,,,,0,93,93,93,,,,,,,,,4,0.700449996162,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_019.jpg,Tr19_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr19,19,,,,,0,94,94,94,,,,,,,,,2,2.54960712354,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_019.jpg,Al19_4,Alegría,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Al19,19,,,,,0,95,95,95,,,,,,,,,3,2.69962086797,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_019.jpg,En19_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En19,19,,,,,0,96,96,96,,,,,,,,,2,0.850347716193,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_075.jpg,En75_13,Enojo,13,Rocío consume alimentos nutritivos.,Afirmación,En75,75,,,,,0,97,97,97,,,,,,,,,2,2.33295119657,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_078.jpg,Al78_7,Alegría,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Al78,78,,,,,0,98,98,98,,,,,,,,,3,0.600151367214,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_028.jpg,Tr28_3,Tristeza,3,Andrea diseña la portada del libro.,Afirmación,Tr28,28,,,,,0,99,99,99,,,,,,,,,4,1.53331506693,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_075.jpg,En75_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En75,75,,,,,0,100,100,100,,,,,,,,,2,1.21694688046,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\02_028.jpg,Al28_13,Alegría,13,Rocío consume alimentos nutritivos.,Afirmación,Al28,28,,,,,0,101,101,101,,,,,,,,,3,0.550420633065,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_028.jpg,Tr28_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr28,28,,,,,0,102,102,102,,,,,,,,,4,2.13332675862,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\05_019.jpg,En19_2,Enojo,2,Jonathan pasea al perro.,Afirmación,En19,19,,,,,0,103,103,103,,,,,,,,,2,3.16650081128,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
0.25,Stim\\03_078.jpg,Tr78_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr78,78,,,,,0,104,104,104,,,,,,,,,3,1.68298207691,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\03_075.jpg,Tr75_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr75,75,,,,,0,105,105,105,,,,,,,,,4,1.05015065322,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_075.jpg,En75_10,Enojo,10,Laura finaliza la obra.,Afirmación,En75,75,,,,,0,106,106,106,,,,,,,,,2,4.43285623506,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
2.5,Stim\\05_028.jpg,En28_3,Enojo,3,Andrea diseña la portada del libro.,Afirmación,En28,28,,,,,0,107,107,107,,,,,,,,,2,0.600341468726,,,,,2018_may._09_0027,60.0057303674,Experimento Piloto1,001,114,
