Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Resp_Bloque3.keys,Resp_Bloque3.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
0.25,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,0,0,0,,,,,,,,,3,1.43300916458,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\03_019.jpg,Tr19_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr19,19,,,,,0,1,1,1,,,,,,,,,4,1.36678163479,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\02_075.jpg,Al75_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,3,1.10007938736,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\03_075.jpg,Tr75_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr75,75,,,,,0,3,3,3,,,,,,,,,3,6.94845712302,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\03_019.jpg,Tr19_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr19,19,,,,,0,4,4,4,,,,,,,,,4,1.31699875631,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\05_075.jpg,En75_11,Enojo,11,María asiste a la cena.,Afirmación,En75,75,,,,,0,5,5,5,,,,,,,,,2,0.950313510889,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\05_028.jpg,En28_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,2,0.700316523057,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\05_028.jpg,En28_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,2,1.06671884783,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,,,,,0,8,8,8,,,,,,,,,4,1.11633215241,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,,,,,0,9,9,9,,,,,,,,,2,5.61546665619,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\03_078.jpg,Tr78_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr78,78,,,,,0,10,10,10,,,,,,,,,4,3.11577434356,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\02_075.jpg,Al75_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al75,75,,,,,0,11,11,11,,,,,,,,,3,0.500404522982,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\05_078.jpg,En78_11,Enojo,11,María asiste a la cena.,Afirmación,En78,78,,,,,0,12,12,12,,,,,,,,,2,4.03244305553,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\03_028.jpg,Tr28_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr28,28,,,,,0,13,13,13,,,,,,,,,4,0.916330010429,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\02_019.jpg,Al19_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al19,19,,,,,0,14,14,14,,,,,,,,,3,0.600319245164,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\05_019.jpg,En19_5,Enojo,5,Emilio revisa el formato del archivo.,Afirmación,En19,19,,,,,0,15,15,15,,,,,,,,,2,1.15017106882,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\02_028.jpg,Al28_11,Alegría,11,María asiste a la cena.,Afirmación,Al28,28,,,,,0,16,16,16,,,,,,,,,3,0.450306594059,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\03_019.jpg,Tr19_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr19,19,,,,,0,17,17,17,,,,,,,,,4,4.54904367019,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\03_078.jpg,Tr78_14,Tristeza,14,Elizabeth elige la ropa un día antes.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,4,3.16623774884,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\02_019.jpg,Al19_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al19,19,,,,,0,19,19,19,,,,,,,,,3,0.716875413615,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,20,20,20,,,,,,,,,3,0.450241888232,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\02_028.jpg,Al28_4,Alegría,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,Al28,28,,,,,0,21,21,21,,,,,,,,,3,0.700313399327,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\02_075.jpg,Al75_10,Alegría,10,Laura finaliza la obra.,Afirmación,Al75,75,,,,,0,22,22,22,,,,,,,,,3,0.900181667188,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\05_075.jpg,En75_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En75,75,,,,,0,23,23,23,,,,,,,,,2,0.550415433723,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\02_028.jpg,Al28_11,Alegría,11,María asiste a la cena.,Afirmación,Al28,28,,,,,0,24,24,24,,,,,,,,,3,0.600859650383,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\02_078.jpg,Al78_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al78,78,,,,,0,25,25,25,,,,,,,,,3,0.450522577648,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
2.5,Stim\\02_019.jpg,Al19_7,Alegría,7,Roberto contesta los cuestionarios solicitados.,Afirmación,Al19,19,,,,,0,26,26,26,,,,,,,,,3,0.500462535103,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,,,,,0,27,27,27,,,,,,,,,2,2.63300015039,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
0.25,Stim\\03_075.jpg,Tr75_2,Tristeza,2,Jonathan pasea al perro.,Afirmación,Tr75,75,,,,,0,28,28,28,,,,,,,,,4,0.50035588205,,,,,2018_may._04_1059,60.0410202824,Experimento Piloto1,001,105,
