25.3207 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
534.7989 	EXP 	window1: blendMode = 'avg'
534.8149 	EXP 	window1: blendMode = 'avg'
534.8152 	EXP 	window1: blendMode = 'avg'
534.8154 	EXP 	window1: blendMode = 'avg'
534.8316 	EXP 	window1: blendMode = 'avg'
534.8319 	EXP 	window1: blendMode = 'avg'
534.8321 	EXP 	window1: blendMode = 'avg'
534.8483 	EXP 	window1: blendMode = 'avg'
534.8485 	EXP 	window1: blendMode = 'avg'
534.8487 	EXP 	window1: blendMode = 'avg'
534.8646 	EXP 	window1: blendMode = 'avg'
534.8649 	EXP 	window1: blendMode = 'avg'
534.8652 	EXP 	window1: blendMode = 'avg'
534.8816 	EXP 	window1: blendMode = 'avg'
534.8819 	EXP 	window1: blendMode = 'avg'
534.8821 	EXP 	window1: blendMode = 'avg'
534.8980 	EXP 	window1: blendMode = 'avg'
534.8982 	EXP 	window1: blendMode = 'avg'
534.8985 	EXP 	window1: blendMode = 'avg'
534.9146 	EXP 	window1: blendMode = 'avg'
534.9149 	EXP 	window1: blendMode = 'avg'
534.9151 	EXP 	window1: blendMode = 'avg'
534.9316 	EXP 	window1: blendMode = 'avg'
534.9319 	EXP 	window1: blendMode = 'avg'
534.9321 	EXP 	window1: blendMode = 'avg'
534.9483 	EXP 	window1: blendMode = 'avg'
534.9486 	EXP 	window1: blendMode = 'avg'
534.9488 	EXP 	window1: blendMode = 'avg'
534.9650 	EXP 	window1: blendMode = 'avg'
534.9652 	EXP 	window1: blendMode = 'avg'
534.9654 	EXP 	window1: blendMode = 'avg'
534.9814 	EXP 	window1: blendMode = 'avg'
534.9817 	EXP 	window1: blendMode = 'avg'
534.9819 	EXP 	window1: blendMode = 'avg'
534.9982 	EXP 	window1: blendMode = 'avg'
534.9985 	EXP 	window1: blendMode = 'avg'
534.9987 	EXP 	window1: blendMode = 'avg'
535.0150 	EXP 	window1: blendMode = 'avg'
535.0153 	EXP 	window1: blendMode = 'avg'
535.0155 	EXP 	window1: blendMode = 'avg'
535.0317 	EXP 	window1: blendMode = 'avg'
535.0319 	EXP 	window1: blendMode = 'avg'
535.0321 	EXP 	window1: blendMode = 'avg'
535.0480 	EXP 	window1: blendMode = 'avg'
535.0483 	EXP 	window1: blendMode = 'avg'
535.0485 	EXP 	window1: blendMode = 'avg'
535.0650 	EXP 	window1: blendMode = 'avg'
535.0653 	EXP 	window1: blendMode = 'avg'
535.0656 	EXP 	window1: blendMode = 'avg'
535.0820 	EXP 	window1: blendMode = 'avg'
535.0823 	EXP 	window1: blendMode = 'avg'
535.0825 	EXP 	window1: blendMode = 'avg'
535.0980 	EXP 	window1: blendMode = 'avg'
535.0983 	EXP 	window1: blendMode = 'avg'
535.0985 	EXP 	window1: blendMode = 'avg'
535.1149 	EXP 	window1: blendMode = 'avg'
535.1152 	EXP 	window1: blendMode = 'avg'
535.1154 	EXP 	window1: blendMode = 'avg'
535.1313 	EXP 	window1: blendMode = 'avg'
535.1316 	EXP 	window1: blendMode = 'avg'
535.1319 	EXP 	window1: blendMode = 'avg'
535.1479 	EXP 	window1: blendMode = 'avg'
535.1481 	EXP 	window1: blendMode = 'avg'
535.1484 	EXP 	window1: blendMode = 'avg'
535.1650 	EXP 	window1: blendMode = 'avg'
535.1653 	EXP 	window1: blendMode = 'avg'
535.1655 	EXP 	window1: blendMode = 'avg'
535.1817 	EXP 	window1: blendMode = 'avg'
535.1820 	EXP 	window1: blendMode = 'avg'
535.1822 	EXP 	window1: blendMode = 'avg'
535.1983 	EXP 	window1: blendMode = 'avg'
535.1986 	EXP 	window1: blendMode = 'avg'
535.1988 	EXP 	window1: blendMode = 'avg'
535.2150 	EXP 	window1: blendMode = 'avg'
535.2153 	EXP 	window1: blendMode = 'avg'
535.2155 	EXP 	window1: blendMode = 'avg'
535.2316 	EXP 	window1: blendMode = 'avg'
535.2319 	EXP 	window1: blendMode = 'avg'
535.2322 	EXP 	window1: blendMode = 'avg'
535.2484 	EXP 	window1: blendMode = 'avg'
535.2486 	EXP 	window1: blendMode = 'avg'
535.2489 	EXP 	window1: blendMode = 'avg'
535.2649 	EXP 	window1: blendMode = 'avg'
535.2651 	EXP 	window1: blendMode = 'avg'
535.2653 	EXP 	window1: blendMode = 'avg'
535.2811 	EXP 	window1: blendMode = 'avg'
535.2814 	EXP 	window1: blendMode = 'avg'
535.2816 	EXP 	window1: blendMode = 'avg'
535.2980 	EXP 	window1: blendMode = 'avg'
535.2983 	EXP 	window1: blendMode = 'avg'
535.2985 	EXP 	window1: blendMode = 'avg'
535.3144 	EXP 	window1: blendMode = 'avg'
535.3146 	EXP 	window1: blendMode = 'avg'
535.3148 	EXP 	window1: blendMode = 'avg'
535.3311 	EXP 	window1: blendMode = 'avg'
535.3314 	EXP 	window1: blendMode = 'avg'
535.3316 	EXP 	window1: blendMode = 'avg'
535.3480 	EXP 	window1: blendMode = 'avg'
535.3483 	EXP 	window1: blendMode = 'avg'
535.3485 	EXP 	window1: blendMode = 'avg'
535.3649 	EXP 	window1: blendMode = 'avg'
535.3651 	EXP 	window1: blendMode = 'avg'
535.3653 	EXP 	window1: blendMode = 'avg'
535.3812 	EXP 	window1: blendMode = 'avg'
535.3814 	EXP 	window1: blendMode = 'avg'
535.3816 	EXP 	window1: blendMode = 'avg'
535.3988 	EXP 	window1: blendMode = 'avg'
535.3991 	EXP 	window1: blendMode = 'avg'
535.3993 	EXP 	window1: blendMode = 'avg'
535.4155 	EXP 	window1: blendMode = 'avg'
535.4157 	EXP 	window1: blendMode = 'avg'
535.4161 	EXP 	window1: blendMode = 'avg'
535.4325 	EXP 	window1: blendMode = 'avg'
535.4328 	EXP 	window1: blendMode = 'avg'
535.4332 	EXP 	window1: blendMode = 'avg'
535.4478 	EXP 	window1: blendMode = 'avg'
535.4481 	EXP 	window1: blendMode = 'avg'
535.4484 	EXP 	window1: blendMode = 'avg'
535.4647 	EXP 	window1: blendMode = 'avg'
535.4649 	EXP 	window1: blendMode = 'avg'
535.4652 	EXP 	window1: blendMode = 'avg'
535.4810 	EXP 	window1: blendMode = 'avg'
535.4812 	EXP 	window1: blendMode = 'avg'
535.4815 	EXP 	window1: blendMode = 'avg'
535.4978 	EXP 	window1: blendMode = 'avg'
535.4981 	EXP 	window1: blendMode = 'avg'
535.4983 	EXP 	window1: blendMode = 'avg'
535.5146 	EXP 	window1: blendMode = 'avg'
535.5149 	EXP 	window1: blendMode = 'avg'
535.5151 	EXP 	window1: blendMode = 'avg'
535.5316 	EXP 	window1: blendMode = 'avg'
535.5319 	EXP 	window1: blendMode = 'avg'
535.5321 	EXP 	window1: blendMode = 'avg'
535.5481 	EXP 	window1: blendMode = 'avg'
535.5484 	EXP 	window1: blendMode = 'avg'
535.5489 	EXP 	window1: blendMode = 'avg'
535.5647 	EXP 	window1: blendMode = 'avg'
535.5649 	EXP 	window1: blendMode = 'avg'
535.5651 	EXP 	window1: blendMode = 'avg'
535.5810 	EXP 	window1: blendMode = 'avg'
535.5812 	EXP 	window1: blendMode = 'avg'
535.5814 	EXP 	window1: blendMode = 'avg'
535.5977 	EXP 	window1: blendMode = 'avg'
535.5979 	EXP 	window1: blendMode = 'avg'
535.5981 	EXP 	window1: blendMode = 'avg'
535.6142 	DATA 	Keypress: 3
535.6149 	EXP 	New trial (rep=0, index=31): {'Tiempo': 0.25, 'ImagenesE': u'Stim\\\\05_019.jpg', 'ClaveEn': u'En19_22', 'Emocion': u'Enojo', 'NumEn': 22, 'Enunciado': u'Enrique corre todas las ma\xf1anas.', 'ActoHabla': u'Afirmaci\xf3n', 'Clave': u'En19', 'Cara': 19}
535.6156 	EXP 	window1: blendMode = 'avg'
535.6305 	EXP 	Exigencia_Bloque2: autoDraw = False
535.6305 	EXP 	Afirmacion_Bloque2: autoDraw = False
535.6305 	EXP 	Ruego_Bloque2: autoDraw = False
535.6305 	EXP 	fijacionE: autoDraw = True
535.6311 	EXP 	window1: blendMode = 'avg'
535.6479 	EXP 	window1: blendMode = 'avg'
535.6649 	EXP 	window1: blendMode = 'avg'
535.6812 	EXP 	window1: blendMode = 'avg'
535.6978 	EXP 	window1: blendMode = 'avg'
535.7145 	EXP 	window1: blendMode = 'avg'
535.7315 	EXP 	window1: blendMode = 'avg'
535.7483 	EXP 	window1: blendMode = 'avg'
535.7646 	EXP 	window1: blendMode = 'avg'
535.7815 	EXP 	window1: blendMode = 'avg'
535.7981 	EXP 	window1: blendMode = 'avg'
535.8146 	EXP 	window1: blendMode = 'avg'
535.8312 	EXP 	window1: blendMode = 'avg'
535.8478 	EXP 	window1: blendMode = 'avg'
535.8643 	EXP 	window1: blendMode = 'avg'
535.8813 	EXP 	window1: blendMode = 'avg'
535.8980 	EXP 	window1: blendMode = 'avg'
535.9144 	EXP 	window1: blendMode = 'avg'
535.9311 	EXP 	window1: blendMode = 'avg'
535.9477 	EXP 	window1: blendMode = 'avg'
535.9644 	EXP 	window1: blendMode = 'avg'
535.9809 	EXP 	window1: blendMode = 'avg'
535.9977 	EXP 	window1: blendMode = 'avg'
536.0145 	EXP 	window1: blendMode = 'avg'
536.0314 	EXP 	window1: blendMode = 'avg'
536.0479 	EXP 	window1: blendMode = 'avg'
536.0648 	EXP 	window1: blendMode = 'avg'
536.0819 	EXP 	window1: blendMode = 'avg'
536.0980 	EXP 	window1: blendMode = 'avg'
536.1563 	EXP 	fijacionE: autoDraw = False
536.1563 	EXP 	fijacionE: autoDraw = False
536.1563 	EXP 	Rostro_Bloque_2: image = u'Stim\\\\05_019.jpg'
536.1563 	EXP 	Rostro_Bloque_2: autoDraw = True
536.3647 	EXP 	window1: blendMode = 'avg'
536.3807 	EXP 	Rostro_Bloque_2: autoDraw = False
536.3807 	EXP 	Rostro_Bloque_2: autoDraw = False
536.3807 	EXP 	Fijacion_2: autoDraw = True
536.3813 	EXP 	window1: blendMode = 'avg'
536.3978 	EXP 	window1: blendMode = 'avg'
536.4140 	EXP 	window1: blendMode = 'avg'
536.4306 	EXP 	window1: blendMode = 'avg'
536.4482 	EXP 	window1: blendMode = 'avg'
536.4940 	EXP 	window1: blendMode = 'avg'
536.4995 	EXP 	Fijacion_2: autoDraw = False
536.4995 	EXP 	Enunciado_Bloque2: text = u'Enrique corre todas las ma\xf1anas.'
536.4995 	EXP 	Enunciado_Bloque2: autoDraw = True
536.5000 	EXP 	window1: blendMode = 'avg'
536.5144 	EXP 	window1: blendMode = 'avg'
536.5314 	EXP 	window1: blendMode = 'avg'
536.5476 	EXP 	window1: blendMode = 'avg'
536.5642 	EXP 	window1: blendMode = 'avg'
536.5813 	EXP 	window1: blendMode = 'avg'
536.5975 	EXP 	window1: blendMode = 'avg'
536.6142 	EXP 	window1: blendMode = 'avg'
536.6309 	EXP 	window1: blendMode = 'avg'
536.6481 	EXP 	window1: blendMode = 'avg'
536.6647 	EXP 	window1: blendMode = 'avg'
536.6813 	EXP 	window1: blendMode = 'avg'
536.6979 	EXP 	window1: blendMode = 'avg'
536.7146 	EXP 	window1: blendMode = 'avg'
536.7312 	EXP 	window1: blendMode = 'avg'
536.7479 	EXP 	window1: blendMode = 'avg'
536.7645 	EXP 	window1: blendMode = 'avg'
536.7812 	EXP 	window1: blendMode = 'avg'
536.7979 	EXP 	window1: blendMode = 'avg'
536.8143 	EXP 	window1: blendMode = 'avg'
536.8310 	EXP 	window1: blendMode = 'avg'
536.8477 	EXP 	window1: blendMode = 'avg'
536.8645 	EXP 	window1: blendMode = 'avg'
536.8811 	EXP 	window1: blendMode = 'avg'
536.8979 	EXP 	window1: blendMode = 'avg'
536.9141 	EXP 	window1: blendMode = 'avg'
536.9310 	EXP 	window1: blendMode = 'avg'
536.9474 	EXP 	window1: blendMode = 'avg'
536.9641 	EXP 	window1: blendMode = 'avg'
536.9808 	EXP 	window1: blendMode = 'avg'
536.9975 	EXP 	window1: blendMode = 'avg'
537.0144 	EXP 	window1: blendMode = 'avg'
537.0309 	EXP 	window1: blendMode = 'avg'
537.0475 	EXP 	window1: blendMode = 'avg'
537.0641 	EXP 	window1: blendMode = 'avg'
537.0808 	EXP 	window1: blendMode = 'avg'
537.0975 	EXP 	window1: blendMode = 'avg'
537.1141 	EXP 	window1: blendMode = 'avg'
537.1307 	EXP 	window1: blendMode = 'avg'
537.1475 	EXP 	window1: blendMode = 'avg'
537.1641 	EXP 	window1: blendMode = 'avg'
537.1807 	EXP 	window1: blendMode = 'avg'
537.1977 	EXP 	window1: blendMode = 'avg'
537.2145 	EXP 	window1: blendMode = 'avg'
537.2308 	EXP 	window1: blendMode = 'avg'
537.2478 	EXP 	window1: blendMode = 'avg'
537.2644 	EXP 	window1: blendMode = 'avg'
537.2811 	EXP 	window1: blendMode = 'avg'
537.2978 	EXP 	window1: blendMode = 'avg'
537.3146 	EXP 	window1: blendMode = 'avg'
537.3310 	EXP 	window1: blendMode = 'avg'
537.3478 	EXP 	window1: blendMode = 'avg'
537.3640 	EXP 	window1: blendMode = 'avg'
537.3807 	EXP 	window1: blendMode = 'avg'
537.3973 	EXP 	window1: blendMode = 'avg'
537.4141 	EXP 	window1: blendMode = 'avg'
537.4309 	EXP 	window1: blendMode = 'avg'
537.4475 	EXP 	window1: blendMode = 'avg'
537.4639 	EXP 	window1: blendMode = 'avg'
537.4805 	EXP 	window1: blendMode = 'avg'
537.4987 	EXP 	window1: blendMode = 'avg'
537.5152 	EXP 	window1: blendMode = 'avg'
537.5310 	EXP 	window1: blendMode = 'avg'
537.5473 	EXP 	window1: blendMode = 'avg'
537.5640 	EXP 	window1: blendMode = 'avg'
537.5807 	EXP 	window1: blendMode = 'avg'
537.5974 	EXP 	window1: blendMode = 'avg'
537.6141 	EXP 	window1: blendMode = 'avg'
537.6308 	EXP 	window1: blendMode = 'avg'
537.6476 	EXP 	window1: blendMode = 'avg'
537.6640 	EXP 	window1: blendMode = 'avg'
537.6806 	EXP 	window1: blendMode = 'avg'
537.6976 	EXP 	window1: blendMode = 'avg'
537.7140 	EXP 	window1: blendMode = 'avg'
537.7307 	EXP 	window1: blendMode = 'avg'
537.7472 	EXP 	window1: blendMode = 'avg'
537.7643 	EXP 	window1: blendMode = 'avg'
537.7806 	EXP 	window1: blendMode = 'avg'
537.7973 	EXP 	window1: blendMode = 'avg'
537.8140 	EXP 	window1: blendMode = 'avg'
537.8307 	EXP 	window1: blendMode = 'avg'
537.8472 	EXP 	window1: blendMode = 'avg'
537.8640 	EXP 	window1: blendMode = 'avg'
537.8806 	EXP 	window1: blendMode = 'avg'
537.8974 	EXP 	window1: blendMode = 'avg'
537.9140 	EXP 	window1: blendMode = 'avg'
537.9306 	EXP 	window1: blendMode = 'avg'
537.9473 	EXP 	window1: blendMode = 'avg'
537.9639 	EXP 	window1: blendMode = 'avg'
537.9806 	EXP 	window1: blendMode = 'avg'
537.9972 	EXP 	window1: blendMode = 'avg'
538.0141 	EXP 	window1: blendMode = 'avg'
538.0307 	EXP 	window1: blendMode = 'avg'
538.0475 	EXP 	window1: blendMode = 'avg'
538.0637 	EXP 	window1: blendMode = 'avg'
538.0806 	EXP 	window1: blendMode = 'avg'
538.0971 	EXP 	window1: blendMode = 'avg'
538.1139 	EXP 	window1: blendMode = 'avg'
538.1307 	EXP 	window1: blendMode = 'avg'
538.1476 	EXP 	window1: blendMode = 'avg'
538.1641 	EXP 	window1: blendMode = 'avg'
538.1807 	EXP 	window1: blendMode = 'avg'
538.1974 	EXP 	window1: blendMode = 'avg'
538.2138 	EXP 	window1: blendMode = 'avg'
538.2303 	EXP 	window1: blendMode = 'avg'
538.2469 	EXP 	window1: blendMode = 'avg'
538.2638 	EXP 	window1: blendMode = 'avg'
538.2803 	EXP 	window1: blendMode = 'avg'
538.2972 	EXP 	window1: blendMode = 'avg'
538.3140 	EXP 	window1: blendMode = 'avg'
538.3306 	EXP 	window1: blendMode = 'avg'
538.3470 	EXP 	window1: blendMode = 'avg'
538.3636 	EXP 	window1: blendMode = 'avg'
538.3808 	EXP 	window1: blendMode = 'avg'
538.3973 	EXP 	window1: blendMode = 'avg'
538.4141 	EXP 	window1: blendMode = 'avg'
538.4306 	EXP 	window1: blendMode = 'avg'
538.4470 	EXP 	window1: blendMode = 'avg'
538.4640 	EXP 	window1: blendMode = 'avg'
538.4805 	EXP 	window1: blendMode = 'avg'
538.4973 	EXP 	window1: blendMode = 'avg'
538.5137 	EXP 	window1: blendMode = 'avg'
538.5307 	EXP 	window1: blendMode = 'avg'
538.5481 	EXP 	window1: blendMode = 'avg'
538.5646 	EXP 	window1: blendMode = 'avg'
538.5806 	EXP 	window1: blendMode = 'avg'
538.5970 	EXP 	window1: blendMode = 'avg'
538.6136 	EXP 	window1: blendMode = 'avg'
538.6302 	EXP 	window1: blendMode = 'avg'
538.6469 	EXP 	window1: blendMode = 'avg'
538.6640 	EXP 	window1: blendMode = 'avg'
538.6802 	EXP 	window1: blendMode = 'avg'
538.6969 	EXP 	window1: blendMode = 'avg'
538.7135 	EXP 	window1: blendMode = 'avg'
538.7302 	EXP 	window1: blendMode = 'avg'
538.7470 	EXP 	window1: blendMode = 'avg'
538.7637 	EXP 	window1: blendMode = 'avg'
538.7805 	EXP 	window1: blendMode = 'avg'
538.7969 	DATA 	Keypress: 1
538.7979 	EXP 	window1: blendMode = 'avg'
538.7982 	EXP 	window1: blendMode = 'avg'
538.7984 	EXP 	window1: blendMode = 'avg'
538.8132 	EXP 	Enunciado_Bloque2: autoDraw = False
538.8132 	EXP 	Exigencia_Bloque2: autoDraw = True
538.8132 	EXP 	Afirmacion_Bloque2: autoDraw = True
538.8132 	EXP 	Ruego_Bloque2: autoDraw = True
538.8139 	EXP 	window1: blendMode = 'avg'
538.8141 	EXP 	window1: blendMode = 'avg'
538.8143 	EXP 	window1: blendMode = 'avg'
538.8304 	EXP 	window1: blendMode = 'avg'
538.8307 	EXP 	window1: blendMode = 'avg'
538.8309 	EXP 	window1: blendMode = 'avg'
538.8472 	EXP 	window1: blendMode = 'avg'
538.8475 	EXP 	window1: blendMode = 'avg'
538.8477 	EXP 	window1: blendMode = 'avg'
538.8639 	EXP 	window1: blendMode = 'avg'
538.8641 	EXP 	window1: blendMode = 'avg'
538.8644 	EXP 	window1: blendMode = 'avg'
538.8805 	EXP 	window1: blendMode = 'avg'
538.8807 	EXP 	window1: blendMode = 'avg'
538.8810 	EXP 	window1: blendMode = 'avg'
538.8973 	EXP 	window1: blendMode = 'avg'
538.8976 	EXP 	window1: blendMode = 'avg'
538.8978 	EXP 	window1: blendMode = 'avg'
538.9136 	EXP 	window1: blendMode = 'avg'
538.9139 	EXP 	window1: blendMode = 'avg'
538.9141 	EXP 	window1: blendMode = 'avg'
538.9304 	EXP 	window1: blendMode = 'avg'
538.9307 	EXP 	window1: blendMode = 'avg'
538.9309 	EXP 	window1: blendMode = 'avg'
538.9472 	EXP 	window1: blendMode = 'avg'
538.9474 	EXP 	window1: blendMode = 'avg'
538.9477 	EXP 	window1: blendMode = 'avg'
538.9638 	EXP 	window1: blendMode = 'avg'
538.9640 	EXP 	window1: blendMode = 'avg'
538.9643 	EXP 	window1: blendMode = 'avg'
538.9804 	EXP 	window1: blendMode = 'avg'
538.9807 	EXP 	window1: blendMode = 'avg'
538.9809 	EXP 	window1: blendMode = 'avg'
538.9976 	EXP 	window1: blendMode = 'avg'
538.9980 	EXP 	window1: blendMode = 'avg'
538.9984 	EXP 	window1: blendMode = 'avg'
539.0138 	EXP 	window1: blendMode = 'avg'
539.0141 	EXP 	window1: blendMode = 'avg'
539.0143 	EXP 	window1: blendMode = 'avg'
539.0301 	EXP 	window1: blendMode = 'avg'
539.0304 	EXP 	window1: blendMode = 'avg'
539.0306 	EXP 	window1: blendMode = 'avg'
539.0468 	EXP 	window1: blendMode = 'avg'
539.0470 	EXP 	window1: blendMode = 'avg'
539.0473 	EXP 	window1: blendMode = 'avg'
539.0634 	EXP 	window1: blendMode = 'avg'
539.0637 	EXP 	window1: blendMode = 'avg'
539.0639 	EXP 	window1: blendMode = 'avg'
539.0809 	EXP 	window1: blendMode = 'avg'
539.0813 	EXP 	window1: blendMode = 'avg'
539.0816 	EXP 	window1: blendMode = 'avg'
539.0972 	EXP 	window1: blendMode = 'avg'
539.0975 	EXP 	window1: blendMode = 'avg'
539.0977 	EXP 	window1: blendMode = 'avg'
539.1134 	EXP 	window1: blendMode = 'avg'
539.1137 	EXP 	window1: blendMode = 'avg'
539.1139 	EXP 	window1: blendMode = 'avg'
539.1301 	EXP 	window1: blendMode = 'avg'
539.1304 	EXP 	window1: blendMode = 'avg'
539.1306 	EXP 	window1: blendMode = 'avg'
539.1469 	EXP 	window1: blendMode = 'avg'
539.1472 	EXP 	window1: blendMode = 'avg'
539.1474 	EXP 	window1: blendMode = 'avg'
539.1635 	EXP 	window1: blendMode = 'avg'
539.1637 	EXP 	window1: blendMode = 'avg'
539.1640 	EXP 	window1: blendMode = 'avg'
539.1806 	EXP 	window1: blendMode = 'avg'
539.1808 	EXP 	window1: blendMode = 'avg'
539.1811 	EXP 	window1: blendMode = 'avg'
539.1971 	EXP 	window1: blendMode = 'avg'
539.1974 	EXP 	window1: blendMode = 'avg'
539.1977 	EXP 	window1: blendMode = 'avg'
539.2137 	EXP 	window1: blendMode = 'avg'
539.2140 	EXP 	window1: blendMode = 'avg'
539.2143 	EXP 	window1: blendMode = 'avg'
539.2303 	EXP 	window1: blendMode = 'avg'
539.2306 	EXP 	window1: blendMode = 'avg'
539.2308 	EXP 	window1: blendMode = 'avg'
539.2469 	EXP 	window1: blendMode = 'avg'
539.2472 	EXP 	window1: blendMode = 'avg'
539.2474 	EXP 	window1: blendMode = 'avg'
539.2636 	EXP 	window1: blendMode = 'avg'
539.2639 	EXP 	window1: blendMode = 'avg'
539.2641 	EXP 	window1: blendMode = 'avg'
539.2804 	EXP 	window1: blendMode = 'avg'
539.2806 	EXP 	window1: blendMode = 'avg'
539.2808 	EXP 	window1: blendMode = 'avg'
539.2971 	EXP 	window1: blendMode = 'avg'
539.2973 	EXP 	window1: blendMode = 'avg'
539.2976 	EXP 	window1: blendMode = 'avg'
539.3136 	EXP 	window1: blendMode = 'avg'
539.3139 	EXP 	window1: blendMode = 'avg'
539.3141 	EXP 	window1: blendMode = 'avg'
539.3301 	EXP 	window1: blendMode = 'avg'
539.3306 	EXP 	window1: blendMode = 'avg'
539.3308 	EXP 	window1: blendMode = 'avg'
539.3468 	EXP 	window1: blendMode = 'avg'
539.3470 	EXP 	window1: blendMode = 'avg'
539.3473 	EXP 	window1: blendMode = 'avg'
539.3635 	EXP 	window1: blendMode = 'avg'
539.3638 	EXP 	window1: blendMode = 'avg'
539.3640 	EXP 	window1: blendMode = 'avg'
539.3800 	EXP 	window1: blendMode = 'avg'
539.3803 	EXP 	window1: blendMode = 'avg'
539.3805 	EXP 	window1: blendMode = 'avg'
539.3969 	EXP 	window1: blendMode = 'avg'
539.3972 	EXP 	window1: blendMode = 'avg'
539.3974 	EXP 	window1: blendMode = 'avg'
539.4136 	EXP 	window1: blendMode = 'avg'
539.4139 	EXP 	window1: blendMode = 'avg'
539.4141 	EXP 	window1: blendMode = 'avg'
539.4300 	EXP 	window1: blendMode = 'avg'
539.4302 	EXP 	window1: blendMode = 'avg'
539.4305 	EXP 	window1: blendMode = 'avg'
539.4467 	EXP 	window1: blendMode = 'avg'
539.4469 	EXP 	window1: blendMode = 'avg'
539.4472 	EXP 	window1: blendMode = 'avg'
539.4632 	EXP 	window1: blendMode = 'avg'
539.4635 	EXP 	window1: blendMode = 'avg'
539.4637 	EXP 	window1: blendMode = 'avg'
539.4802 	EXP 	window1: blendMode = 'avg'
539.4805 	EXP 	window1: blendMode = 'avg'
539.4807 	EXP 	window1: blendMode = 'avg'
539.4969 	EXP 	window1: blendMode = 'avg'
539.4972 	EXP 	window1: blendMode = 'avg'
539.4974 	EXP 	window1: blendMode = 'avg'
539.5136 	EXP 	window1: blendMode = 'avg'
539.5138 	EXP 	window1: blendMode = 'avg'
539.5141 	EXP 	window1: blendMode = 'avg'
539.5303 	EXP 	window1: blendMode = 'avg'
539.5306 	EXP 	window1: blendMode = 'avg'
539.5308 	EXP 	window1: blendMode = 'avg'
539.5467 	EXP 	window1: blendMode = 'avg'
539.5469 	EXP 	window1: blendMode = 'avg'
539.5472 	EXP 	window1: blendMode = 'avg'
539.5636 	EXP 	window1: blendMode = 'avg'
539.5639 	EXP 	window1: blendMode = 'avg'
539.5641 	EXP 	window1: blendMode = 'avg'
539.5808 	EXP 	window1: blendMode = 'avg'
539.5812 	EXP 	window1: blendMode = 'avg'
539.5815 	EXP 	window1: blendMode = 'avg'
539.5979 	EXP 	window1: blendMode = 'avg'
539.5983 	EXP 	window1: blendMode = 'avg'
539.5987 	EXP 	window1: blendMode = 'avg'
539.6145 	EXP 	window1: blendMode = 'avg'
539.6149 	EXP 	window1: blendMode = 'avg'
539.6152 	EXP 	window1: blendMode = 'avg'
539.6305 	EXP 	window1: blendMode = 'avg'
539.6308 	EXP 	window1: blendMode = 'avg'
539.6311 	EXP 	window1: blendMode = 'avg'
539.6468 	EXP 	window1: blendMode = 'avg'
539.6471 	EXP 	window1: blendMode = 'avg'
539.6474 	EXP 	window1: blendMode = 'avg'
539.6636 	EXP 	window1: blendMode = 'avg'
539.6640 	EXP 	window1: blendMode = 'avg'
539.6642 	EXP 	window1: blendMode = 'avg'
539.6803 	EXP 	window1: blendMode = 'avg'
539.6806 	EXP 	window1: blendMode = 'avg'
539.6809 	EXP 	window1: blendMode = 'avg'
539.6969 	EXP 	window1: blendMode = 'avg'
539.6973 	EXP 	window1: blendMode = 'avg'
539.6975 	EXP 	window1: blendMode = 'avg'
539.7137 	EXP 	window1: blendMode = 'avg'
539.7140 	EXP 	window1: blendMode = 'avg'
539.7142 	EXP 	window1: blendMode = 'avg'
539.7303 	EXP 	window1: blendMode = 'avg'
539.7305 	EXP 	window1: blendMode = 'avg'
539.7308 	EXP 	window1: blendMode = 'avg'
539.7466 	EXP 	window1: blendMode = 'avg'
539.7468 	EXP 	window1: blendMode = 'avg'
539.7471 	EXP 	window1: blendMode = 'avg'
539.7636 	EXP 	window1: blendMode = 'avg'
539.7639 	EXP 	window1: blendMode = 'avg'
539.7642 	EXP 	window1: blendMode = 'avg'
539.7803 	EXP 	window1: blendMode = 'avg'
539.7806 	EXP 	window1: blendMode = 'avg'
539.7808 	EXP 	window1: blendMode = 'avg'
539.7968 	EXP 	window1: blendMode = 'avg'
539.7971 	EXP 	window1: blendMode = 'avg'
539.7974 	EXP 	window1: blendMode = 'avg'
539.8136 	EXP 	window1: blendMode = 'avg'
539.8139 	EXP 	window1: blendMode = 'avg'
539.8142 	EXP 	window1: blendMode = 'avg'
539.8300 	EXP 	window1: blendMode = 'avg'
539.8303 	EXP 	window1: blendMode = 'avg'
539.8306 	EXP 	window1: blendMode = 'avg'
539.8469 	EXP 	window1: blendMode = 'avg'
539.8472 	EXP 	window1: blendMode = 'avg'
539.8475 	EXP 	window1: blendMode = 'avg'
539.8634 	DATA 	Keypress: 3
539.8643 	EXP 	New trial (rep=0, index=32): {'Tiempo': 2.5, 'ImagenesE': u'Stim\\\\03_019.jpg', 'ClaveEn': u'Tr19_20', 'Emocion': u'Tristeza', 'NumEn': 20, 'Enunciado': u'Karen analiza la idea.', 'ActoHabla': u'Afirmaci\xf3n', 'Clave': u'Tr19', 'Cara': 19}
539.8651 	EXP 	window1: blendMode = 'avg'
539.8796 	EXP 	Exigencia_Bloque2: autoDraw = False
539.8796 	EXP 	Afirmacion_Bloque2: autoDraw = False
539.8796 	EXP 	Ruego_Bloque2: autoDraw = False
539.8796 	EXP 	fijacionE: autoDraw = True
539.8802 	EXP 	window1: blendMode = 'avg'
