Tiempo,ImagenesE,ClaveEn,Emocion,NumEn,Enunciado,ActoHabla,Clave,Cara,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Bloque3.thisRepN,Bloque3.thisTrialN,Bloque3.thisN,Bloque3.thisIndex,Bloque1.thisRepN,Bloque1.thisTrialN,Bloque1.thisN,Bloque1.thisIndex,Bloque2.thisRepN,Bloque2.thisTrialN,Bloque2.thisN,Bloque2.thisIndex,Resp_Bloque3.keys,Resp_Bloque3.rt,Resp_Bloque1.keys,Resp_Bloque1.rt,Resp_Bloque2.keys,Resp_Bloque2.rt,date,frameRate,expName,session,participant,
0.25,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,0,0,0,,,,,,,,,3,0.85028140429,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\03_019.jpg,Tr19_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr19,19,,,,,0,1,1,1,,,,,,,,,2,1.5666717539,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\02_075.jpg,Al75_8,Alegría,8,Estefanía despierta a las 7 a.m.,Afirmación,Al75,75,,,,,0,2,2,2,,,,,,,,,4,2.08331726839,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\03_075.jpg,Tr75_13,Tristeza,13,Rocío consume alimentos nutritivos.,Afirmación,Tr75,75,,,,,0,3,3,3,,,,,,,,,4,0.816377229904,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\03_019.jpg,Tr19_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr19,19,,,,,0,4,4,4,,,,,,,,,4,8.39782650216,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\05_075.jpg,En75_11,Enojo,11,María asiste a la cena.,Afirmación,En75,75,,,,,0,5,5,5,,,,,,,,,2,0.700443660237,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\05_028.jpg,En28_4,Enojo,4,Jorge sustituye a Gustavo cada sábado.,Afirmación,En28,28,,,,,0,6,6,6,,,,,,,,,2,1.31676457358,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\05_028.jpg,En28_9,Enojo,9,Marco colabora en la organización del evento.,Afirmación,En28,28,,,,,0,7,7,7,,,,,,,,,2,3.63255721798,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\03_075.jpg,Tr75_9,Tristeza,9,Marco colabora en la organización del evento.,Afirmación,Tr75,75,,,,,0,8,8,8,,,,,,,,,3,6.59882752675,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\05_028.jpg,En28_15,Enojo,15,Ángel envía una carta a la abuela.,Afirmación,En28,28,,,,,0,9,9,9,,,,,,,,,2,5.56526919493,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\03_078.jpg,Tr78_8,Tristeza,8,Estefanía despierta a las 7 a.m.,Afirmación,Tr78,78,,,,,0,10,10,10,,,,,,,,,4,3.16611331855,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\02_075.jpg,Al75_1,Alegría,1,Juan colecciona monedas antiguas.,Afirmación,Al75,75,,,,,0,11,11,11,,,,,,,,,3,0.650368779742,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\05_078.jpg,En78_11,Enojo,11,María asiste a la cena.,Afirmación,En78,78,,,,,0,12,12,12,,,,,,,,,2,1.21690799784,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\03_028.jpg,Tr28_15,Tristeza,15,Ángel envía una carta a la abuela.,Afirmación,Tr28,28,,,,,0,13,13,13,,,,,,,,,2,3.11607324544,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\02_019.jpg,Al19_3,Alegría,3,Andrea diseña la portada del libro.,Afirmación,Al19,19,,,,,0,14,14,14,,,,,,,,,3,0.700435627765,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\05_019.jpg,En19_5,Enojo,5,Emilio revisa el formato del archivo.,Afirmación,En19,19,,,,,0,15,15,15,,,,,,,,,4,5.8818615166,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\02_028.jpg,Al28_11,Alegría,11,María asiste a la cena.,Afirmación,Al28,28,,,,,0,16,16,16,,,,,,,,,3,0.550392609411,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\03_019.jpg,Tr19_11,Tristeza,11,María asiste a la cena.,Afirmación,Tr19,19,,,,,0,17,17,17,,,,,,,,,2,0.850247935654,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\03_078.jpg,Tr78_14,Tristeza,14,Elizabeth elige la ropa un día antes.,Afirmación,Tr78,78,,,,,0,18,18,18,,,,,,,,,4,0.6006303706,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
0.25,Stim\\02_019.jpg,Al19_9,Alegría,9,Marco colabora en la organización del evento.,Afirmación,Al19,19,,,,,0,19,19,19,,,,,,,,,3,0.700284795779,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
2.5,Stim\\02_075.jpg,Al75_11,Alegría,11,María asiste a la cena.,Afirmación,Al75,75,,,,,0,20,20,20,,,,,,,,,3,0.550282832286,,,,,2018_may._08_1136,60.0186411262,Experimento Piloto1,001,111,
